dip_direction,dip,rake,magnitude,easting,northing,depth_m
320,85,40.0,1.15,606546.7721910619,4089976.1331535284,-7830.0
185,40,60.0,1.43,593854.0952812935,4168033.0996923987,-8980.0
240,55,150.0,1.43,593854.0952812935,4168033.0996923987,-8980.0
310,80,-40.0,2.06,605790.2362469876,4146371.9249938605,-10280.0
305,85,60.0,1.69,628382.9322878537,4077073.4275411544,-6110.0
55,65,-150.0,1.29,633327.6972499031,4085989.86938724,-9820.0
235,55,70.0,1.42,598297.468704815,4108868.2923925566,-3550.0
215,60,140.0,2.18,617646.6830256385,4128368.7997989347,-4510.0
255,75,90.0,1.88,617467.8515224189,4128477.2595916744,-3770.0
210,20,80.0,2.29,595966.7371923188,4109377.730987862,-10960.0
225,45,150.0,2.15,597606.889491556,4154002.459836866,-5820.0
175,20,-120.0,1.26,608517.1013065567,4143022.503978809,-4160.0
230,10,140.0,1.66,615187.4766685333,4166138.6645852346,-6500.0
60,75,110.0,1.66,615187.4766685333,4166138.6645852346,-6500.0
290,80,-30.0,2.26,633395.6047485579,4078814.9438537457,-9330.0
245,25,150.0,2.11,615497.3361422578,4166068.999525069,-6330.0
190,40,50.0,1.22,605891.9393618378,4147649.3291140744,-7960.0
55,80,-120.0,1.22,605891.9393618378,4147649.3291140744,-7960.0
145,40,0.0,2.12,616024.2119550515,4131360.8114273776,-7290.0
195,50,60.0,1.49,619597.7767423103,4126251.0097744036,-6290.0
230,40,-150.0,1.77,608812.4856453873,4141861.2012541415,-5750.0
225,80,-160.0,1.71,614477.0852034356,4091854.7854539515,-14240.0
65,85,-140.0,1.83,611712.6969005467,4137886.1982073714,-6450.0
235,85,140.0,1.95,618100.2961716728,4127635.388499217,-3390.0
235,85,140.0,1.96,618100.8172510709,4127598.406264554,-3620.0
155,55,30.0,2.18,618127.2387275682,4127820.7161030318,-4590.0
230,85,150.0,2.18,618127.2387275682,4127820.7161030318,-4590.0
225,75,140.0,2.41,605604.9074449786,4147035.3700279873,-4910.0
210,65,60.0,1.62,581896.2868564299,4103663.3573593353,-8560.0
310,80,30.0,2.86,626728.9745305139,4078324.7610327173,-6490.0
210,55,150.0,1.53,625881.4421783959,4079347.8594724014,-5550.0
190,60,30.0,3.98,590595.4553292473,4159452.642520139,-8370.0
185,70,50.0,1.99,590909.3759961557,4159012.2288555144,-7540.0
180,65,60.0,2.7,590682.9488234117,4159527.573202832,-8170.0
60,20,130.0,1.82,590965.8140910247,4159234.771547765,-7080.0
195,65,40.0,2.14,590672.6784491448,4159120.6004455346,-8230.0
240,85,110.0,2.66,590726.0882078499,4159620.5132765775,-8470.0
80,25,160.0,2.66,590726.0882078499,4159620.5132765775,-8470.0
290,85,-130.0,1.51,590632.7676061785,4158731.797799988,-7570.0
180,80,50.0,1.34,590434.5761091992,4159358.4188022,-7210.0
70,85,-130.0,1.34,590434.5761091992,4159358.4188022,-7210.0
190,75,60.0,2.08,590555.5431064977,4159063.840087553,-7250.0
90,15,-140.0,1.04,603315.2852739946,4148597.1554912445,-6960.0
85,50,-150.0,1.04,603315.2852739946,4148597.1554912445,-6960.0
165,65,50.0,2.04,590935.1630381662,4159345.3975498457,-7520.0
165,65,30.0,1.18,591118.8776910545,4158700.134726845,-8039.999999999999
140,80,-10.0,2.54,625755.7187815655,4115743.312505315,-3290.0
150,35,30.0,1.45,610572.0093797394,4137094.254655522,-1990.0
255,55,-60.0,1.45,610572.0093797394,4137094.254655522,-1990.0
110,80,-100.0,1.15,590981.951085221,4159105.492793428,-7660.0
230,60,-150.0,1.37,620717.7952598776,4093383.858379232,-5200.0
145,80,0.0,3.22,617542.9758109391,4130494.245851983,-10130.0
185,70,80.0,1.14,598999.3708737604,4153334.6520866184,-7960.0
145,75,40.0,1.52,620707.0818076005,4124139.9862415497,-4990.0
225,70,140.0,1.52,620707.0818076005,4124139.9862415497,-4990.0
20,55,40.0,1.21,633467.7565544255,4101601.989538403,-8530.0
145,90,40.0,1.74,619042.8953972227,4126816.4542199722,-5820.0
85,20,-130.0,1.74,619042.8953972227,4126816.4542199722,-5820.0
305,70,20.0,1.46,631760.1855836742,4088425.2273888616,-4300.0
210,75,150.0,1.88,631624.2980253686,4088571.0782819954,-4380.0
225,70,110.0,1.88,631602.3490882522,4088071.37760502,-6930.0
125,55,-70.0,1.6,584959.8828257631,4165033.4889435684,-2100.0
140,90,-10.0,1.6,584959.8828257631,4165033.4889435684,-2100.0
190,35,80.0,1.6,584959.8828257631,4165033.4889435684,-2100.0
170,85,-50.0,1.57,605514.8302453625,4147163.6888436633,-4390.0
130,80,-30.0,2.45,631866.6768104406,4088260.427038671,-4760.0
240,70,-150.0,2.41,613458.0262993315,4135431.4346624534,-7930.0
325,60,20.0,1.92,613342.7006515043,4135226.4295778032,-7510.0
315,45,10.0,1.8,622441.817456263,4093186.6577412817,-7130.0
125,55,20.0,2.02,627910.5064208035,4077843.078381809,-4260.0
150,90,-10.0,2.22,619284.7836516986,4125395.789180932,-3100.0
130,65,10.0,2.23,623939.3777712337,4092246.7198873744,-4300.0
290,75,-30.0,1.54,626809.0483715136,4090883.5697591677,-6340.0
350,55,30.0,2.3,630895.2606822934,4109755.173480868,-7620.0
30,85,-110.0,1.65,601450.4290661116,4150442.1259293626,-6810.0
290,60,-20.0,1.65,601450.4290661116,4150442.1259293626,-6810.0
170,40,0.0,1.28,631596.2631737991,4108489.9002209613,-7070.0
180,45,40.0,2.2,631511.4474973718,4108229.64154636,-7080.0
150,65,0.0,2.61,582863.8043837273,4167249.9441195563,-6990.0
345,65,40.0,1.73,625651.5972657435,4115778.7472366975,-3270.0
160,80,30.0,1.05,604692.2175240119,4146931.376265055,-5740.0
270,10,-60.0,1.05,604692.2175240119,4146931.376265055,-5740.0
50,40,180.0,1.61,592821.5850624227,4156499.7584666642,-8860.0
295,75,-70.0,1.26,591843.3696551139,4155749.1347826463,-7330.0
155,45,10.0,1.85,594274.0303901874,4155665.40763923,-8590.0
215,85,120.0,1.84,622638.4179122798,4092930.581572375,-7050.0
200,60,110.0,1.19,627184.3848104661,4107368.005117811,-5270.0
310,60,50.0,1.19,627184.3848104661,4107368.005117811,-5270.0
255,10,-170.0,1.48,608114.4757640238,4146771.6553040165,-5760.0
110,85,-90.0,1.48,608114.4757640238,4146771.6553040165,-5760.0
355,85,160.0,1.17,596929.2356125044,4154013.021772804,-9260.0
55,10,-130.0,1.51,608496.8210421305,4143447.612850575,-9760.0
120,35,-20.0,1.41,615789.2079492834,4131265.084236352,-4860.0
240,55,160.0,1.52,616037.1854634,4131490.4543320066,-7840.0
165,65,30.0,1.52,616037.1854634,4131490.4543320066,-7840.0
205,40,70.0,2.05,584441.8983937633,4121662.566179322,-13960.0
235,80,120.0,2.44,594761.1836771392,4155559.9886546372,-6100.0
80,60,170.0,2.44,594761.1836771392,4155559.9886546372,-6100.0
180,30,70.0,1.51,601987.6360264812,4163080.348444073,-14100.0
55,90,-150.0,2.28,613508.3320712595,4134988.2463661535,-6510.0
255,70,130.0,1.63,615698.5499819885,4151626.8191384333,-3480.0
155,75,-60.0,1.4,610572.0096525064,4141551.432836661,-4390.0
220,75,-80.0,1.67,624294.4713696776,4083189.7844346687,-2350.0
315,70,-130.0,1.67,624294.4713696776,4083189.7844346687,-2350.0
225,75,120.0,2.05,573078.0199106557,4121019.7338524177,-8720.0
120,85,60.0,2.14,625521.1061762044,4091659.6724843867,-6250.0
35,90,-140.0,1.94,625777.4627077628,4091386.0546356393,-6710.0
120,90,30.0,1.94,625777.4627077628,4091386.0546356393,-6710.0
10,90,20.0,1.43,631743.8801023563,4115150.5986898234,-1410.0
275,70,140.0,1.43,631743.8801023563,4115150.5986898234,-1410.0
35,60,180.0,2.28,620266.8586321786,4094838.473096389,-8020.0
305,80,-70.0,1.33,624005.7547244178,4091766.8398586665,-3600.0
35,60,170.0,1.33,624005.7547244178,4091766.8398586665,-3600.0
130,85,70.0,1.88,612213.302391541,4136875.705233514,-6050.0
325,80,-30.0,1.44,621701.3694363672,4122859.699251894,-6010.0
130,50,30.0,2.22,627153.6007177464,4078756.4541570777,-4540.0
185,30,-40.0,1.08,624486.2018816576,4083285.058951426,-2350.0
305,85,-140.0,1.08,624486.2018816576,4083285.058951426,-2350.0
135,55,-40.0,1.8,613435.5296366238,4134913.279937102,-5780.0
200,10,100.0,1.85,586272.5284342567,4101691.3195456443,-6560.0
330,80,80.0,1.85,586272.5284342567,4101691.3195456443,-6560.0
315,45,-30.0,1.44,608012.1187394033,4143293.364846896,-2360.0
280,25,-60.0,1.44,608012.1187394033,4143293.364846896,-2360.0
150,40,0.0,1.54,594858.9617475052,4165030.0157182203,-5230.0
215,75,-160.0,2.61,607766.1397020079,4139498.8394157225,-1510.0
10,90,-40.0,2.07,574056.1178029444,4119086.688638675,-8750.0
80,85,-100.0,1.79,575249.4636706497,4119596.5611885334,-8940.0
125,10,-180.0,1.42,623654.89413702,4122740.2858352615,-6160.0
125,65,-10.0,2.82,621496.6081845232,4093912.82037977,-7970.0
130,55,-10.0,2.39,609485.1077769843,4142313.8692785953,-10820.0
265,70,-90.0,1.5,609245.7704694783,4141441.4905944886,-6880.0
110,75,-60.0,2.01,632319.7792502203,4087768.114332151,-4950.0
40,75,-150.0,2.76,626761.2148588033,4091104.7884438154,-7810.0
135,50,-70.0,1.66,622382.1270890649,4168997.866463579,-16390.0
60,40,-130.0,1.89,607275.2756854158,4144393.516768909,-6730.0
165,55,20.0,2.22,631825.9058665851,4108012.6047770833,-6910.0
325,80,-10.0,2.38,617210.5288477963,4129971.731887987,-7680.0
60,65,-140.0,2.38,617210.5288477963,4129971.731887987,-7680.0
135,90,-10.0,1.54,631110.7637486139,4086251.287285357,-4910.0
230,60,150.0,1.54,611547.524699766,4097955.5178815573,-10460.0
70,90,-170.0,1.54,611547.524699766,4097955.5178815573,-10460.0
120,45,-10.0,1.54,623388.2657074674,4092386.6360003324,-5570.0
140,60,-40.0,1.21,589534.6329925007,4159552.0860634036,-2590.0
140,85,60.0,1.84,604502.2253463398,4146799.530472728,-6110.0
70,10,-160.0,1.84,604502.2253463398,4146799.530472728,-6110.0
215,70,100.0,2.84,626971.4157232005,4079012.65393337,-4170.0
35,90,-140.0,2.11,629922.5145352134,4089173.683707399,-7340.0
340,75,50.0,2.22,607909.9153111011,4147767.7078299457,-8300.0
110,70,-60.0,1.62,614493.3752423159,4097236.6195196407,-7190.0
230,25,150.0,1.93,608174.6369428798,4146679.963666503,-6750.0
235,80,120.0,1.93,608174.6369428798,4146679.963666503,-6750.0
50,90,-100.0,1.28,604837.3585809956,4148283.286797378,-6370.0
290,10,0.0,1.28,604837.3585809956,4148283.286797378,-6370.0
35,80,40.0,1.28,606210.5249970806,4148097.2526966427,-9200.0
290,30,160.0,1.28,606210.5249970806,4148097.2526966427,-9200.0
145,85,80.0,1.49,604616.0664720598,4148298.99746433,-6310.0
25,80,-150.0,1.35,630290.1685633778,4089401.2560989396,-6360.0
320,80,-60.0,1.19,630066.8507392983,4112572.143353739,-7260.0
140,50,0.0,2.8,611702.3103836586,4138662.8314532144,-7260.0
200,45,30.0,1.99,605958.471339249,4156305.614011253,-9860.0
270,70,160.0,1.99,605958.471339249,4156305.614011253,-9860.0
215,65,130.0,3.12,626360.2348768506,4079133.022014013,-5700.0
220,60,160.0,2.86,626269.9795467259,4079205.659544886,-5550.0
200,60,110.0,2.63,626374.5458643213,4079170.2225410705,-5530.0
110,70,-20.0,2.25,626345.9237562706,4079095.821516357,-5680.0
195,50,120.0,2.15,626614.5005564672,4079025.8340853015,-5370.0
140,75,0.0,2.13,605616.6756150188,4141450.248294077,140.0
135,80,10.0,2.16,604775.4937393288,4141476.631465189,210.0
170,45,70.0,1.47,629195.0972279955,4078417.2913215016,-6810.0
215,55,160.0,2.11,626858.5945702075,4078604.1020417297,-5590.0
85,30,0.0,1.54,625058.9517369004,4091800.799709888,-8550.0
240,40,110.0,1.78,627298.7442693149,4090890.904060975,-6890.0
195,45,130.0,2.63,626826.6704466894,4078751.579482036,-5270.0
210,35,150.0,1.62,605252.5601815508,4146919.943969784,-5350.0
215,60,140.0,1.66,627435.1197140374,4078816.144288509,-5060.0
155,5,0.0,1.75,556796.3987964109,4166937.4878180563,-11650.0
215,60,170.0,2.54,627219.3944207826,4078332.0714735715,-5160.0
185,25,30.0,2.25,633569.0949810637,4088582.958479697,-4790.0
120,10,-30.0,1.25,618240.676658262,4093330.4471653975,-10120.0
195,35,50.0,1.87,615680.2114953694,4131670.4608237273,-6740.0
195,55,60.0,1.75,570383.0686058968,4133811.3731143726,-9560.0
170,55,30.0,1.82,606110.6602063609,4147837.057474131,-8800.0
230,85,100.0,1.82,630875.2872993713,4110087.7806362347,-7280.0
205,45,130.0,1.32,627983.4280554596,4077936.644486622,-5000.0
140,5,-180.0,1.35,603595.2755191005,4152151.5410785056,-6250.0
185,30,100.0,1.9,618173.8608927148,4088539.642522882,-10240.0
160,25,60.0,1.95,624887.3682114362,4081256.5962114893,-6310.0
30,60,140.0,1.95,624887.3682114362,4081256.5962114893,-6310.0
145,45,40.0,2.03,624586.9996807986,4081474.1212760815,-6500.0
305,70,-20.0,1.57,609322.4255257526,4141220.560854631,-4790.0
325,75,10.0,2.05,614062.1930692774,4135513.6342207813,-8960.0
135,40,-10.0,1.68,613564.6140871497,4135192.45152056,-8180.0
170,80,70.0,1.03,603777.6635206941,4155242.382323744,-4780.0
30,70,-170.0,1.28,629338.0255681035,4089534.650232692,-6800.0
300,85,-70.0,1.46,606937.1057803321,4144315.1942586005,-6020.0
235,75,140.0,1.53,617096.980653374,4128583.0371492235,-2200.0
75,75,-140.0,1.53,617096.980653374,4128583.0371492235,-2200.0
25,90,0.0,2.47,617313.6071340803,4168683.966310313,-1340.0
85,25,110.0,2.47,617313.6071340803,4168683.966310313,-1340.0
270,75,140.0,2.47,617313.6071340803,4168683.966310313,-1340.0
75,20,-110.0,1.71,595633.9487878792,4155218.608436886,-8510.0
40,40,-120.0,1.71,595633.9487878792,4155218.608436886,-8510.0
10,85,0.0,2.95,616351.4832228087,4167042.742459176,-1380.0
95,25,120.0,2.95,616351.4832228087,4167042.742459176,-1380.0
300,80,-30.0,2.21,627062.4237088549,4090813.3831437556,-7970.0
150,85,30.0,2.35,617766.8551989812,4130330.937777584,-7950.0
320,75,20.0,1.52,583883.9303763718,4166705.419929523,-4310.0
325,75,-20.0,2.32,614645.6429683961,4133875.5857351995,-8450.0
60,45,-150.0,2.34,614508.2176391233,4134206.6075418373,-8350.0
140,55,0.0,2.34,614508.2176391233,4134206.6075418373,-8350.0
150,60,10.0,1.63,614408.6733997685,4133927.8252298413,-8170.0
320,85,-20.0,2.55,614887.472690983,4134544.713413843,-9760.0
235,70,180.0,2.39,614314.7875784051,4134314.9295663266,-8220.0
160,25,20.0,2.35,614211.1983475696,4134332.0089894473,-8300.0
130,40,10.0,1.91,614361.0974354135,4134167.6052936167,-8039.999999999999
145,45,0.0,2.42,613761.7875938939,4134806.7443936625,-8260.0
145,75,20.0,3.05,615588.1871338174,4134055.0100706164,-9680.0
65,35,-120.0,2.14,615141.48176919,4134326.2698745425,-8890.0
145,60,10.0,2.14,615141.48176919,4134326.2698745425,-8890.0
180,55,-160.0,1.96,546285.5375213708,4163950.3389730873,-7310.0
200,40,50.0,1.34,598894.6301420555,4165817.0088169505,-6710.0
245,75,160.0,2.81,608156.3839172944,4148085.3133294806,-9540.0
155,80,40.0,1.34,598895.5137888219,4165743.0417392175,-5820.0
70,25,-170.0,1.34,598895.5137888219,4165743.0417392175,-5820.0
235,65,-130.0,1.4,625540.5966969889,4091345.5566655374,-7410.0
290,65,-50.0,1.4,625540.5966969889,4091345.5566655374,-7410.0
110,50,-50.0,1.33,625593.0509101914,4090809.9966761936,-5370.0
275,85,120.0,2.09,614763.6480349847,4159566.858553283,-7160.0
145,70,20.0,2.51,620877.2565259387,4124641.7989887977,-6400.0
215,75,120.0,2.31,623136.5826737968,4092345.988778701,-3960.0
95,75,-150.0,1.52,633016.4163385286,4102963.5335215954,-6300.0
280,80,-60.0,1.29,625720.5759284447,4091218.7618077192,-3070.0
145,65,-50.0,1.25,619808.4160283514,4162930.4627695023,-9720.0
90,65,-130.0,1.96,612298.1214726125,4137154.263415405,-6430.0
235,75,-100.0,1.6,601151.0400661246,4150826.857229408,-7530.0
135,70,-20.0,2.67,607081.0996021219,4139989.370496947,-1970.0
235,10,130.0,2.06,610314.0705962455,4135389.3601784897,-530.0
140,80,10.0,2.2,608497.0616390142,4143429.1215084163,-9080.0
205,50,130.0,3.03,627506.7391677498,4078003.473116577,-6160.0
315,85,40.0,1.98,627929.8106429537,4077547.4613760095,-5570.0
220,70,170.0,1.94,621936.0954554788,4085005.0270422217,-6640.0
275,65,160.0,2.19,602277.2171081239,4152708.546235967,-4360.0
215,40,90.0,1.22,626348.6090284437,4109759.79141576,-3290.0
50,65,-120.0,2.02,585275.4353301208,4165813.4594837544,-6390.0
230,40,-160.0,1.56,588989.5478101271,4160970.225689529,-5660.0
265,70,110.0,1.27,617833.5783673567,4127687.118979166,-1220.0
230,20,170.0,1.64,618996.3681988023,4087053.142415584,-10360.0
215,25,110.0,1.79,605673.2837313015,4105240.3611739385,-3890.0
105,40,150.0,1.15,605233.3280739363,4106067.056583154,-6040.0
225,85,140.0,2.42,604920.5331224542,4146360.92612623,-5700.0
235,55,10.0,1.42,601578.648514667,4164037.040195755,-13600.0
245,85,170.0,2.78,608345.9183027869,4145979.397019519,-6800.0
115,80,30.0,1.95,625002.3267594185,4091615.021583182,-7650.0
190,65,140.0,1.95,625002.3267594185,4091615.021583182,-7650.0
20,75,30.0,1.68,607155.9423669314,4153657.7426106287,-3020.0
275,75,150.0,2.62,590658.3269992933,4160433.4942117077,-8790.0
100,85,-130.0,1.43,598355.2706220748,4152994.1132479967,-6880.0
5,65,-10.0,1.43,598355.2706220748,4152994.1132479967,-6880.0
145,75,-40.0,1.31,611616.9952741682,4138421.2613295903,-8860.0
305,80,-10.0,1.74,625718.6574926979,4091348.1940366323,-7560.0
225,80,-150.0,1.74,625718.6574926979,4091348.1940366323,-7560.0
215,80,80.0,3.35,574048.8222245863,4118236.015215477,-12990.0
230,55,140.0,1.66,604088.5297507208,4148051.959663623,-8240.0
190,60,130.0,1.92,625120.48440582,4091653.75260557,-7750.0
190,30,140.0,1.67,621127.8793969628,4093759.5896992967,-4210.0
105,40,-50.0,1.47,625183.3836218222,4091414.2543745525,-8230.0
125,80,50.0,1.55,625991.2415236658,4090982.350667467,-8270.0
350,80,30.0,1.48,608346.6396835722,4145923.922796778,-5990.0
200,75,-70.0,1.48,613910.2817136018,4158463.869669454,-6920.0
310,50,-150.0,1.48,613910.2817136018,4158463.869669454,-6920.0
225,35,170.0,1.56,621009.0929917976,4123700.457703979,-4710.0
220,20,-170.0,1.77,625569.9997504306,4091364.486284331,-8320.0
195,50,100.0,2.46,621202.3137004783,4093742.1598046306,-3270.0
155,35,20.0,1.69,613366.956525547,4135615.1455573486,-7990.0
110,50,-170.0,1.64,607269.4690821446,4153992.111391855,-4400.0
235,45,180.0,1.63,619300.135439127,4126394.728847106,-5670.0
345,85,-10.0,1.81,607255.7597189068,4145909.808624877,-5700.0
195,70,-100.0,1.87,546433.7571283194,4163747.7609869926,-7600.0
30,90,-150.0,1.6,582841.4244226713,4132501.5690031224,-5280.0
50,85,-170.0,2.35,602697.3276307116,4143725.557568651,-5120.0
280,85,120.0,1.69,618908.6843995804,4155889.1007906585,-4720.0
195,35,-150.0,1.77,546314.953390819,4163950.503410061,-8070.0
210,70,120.0,1.85,626929.8669983699,4078808.59919438,-4040.0
130,45,40.0,2.11,620830.9363512992,4093773.8449364305,-5460.0
130,55,0.0,2.93,628022.597881546,4077308.4307326786,-5580.0
130,90,-40.0,2.23,628144.282752237,4077125.3180174315,-5250.0
180,85,100.0,1.34,612415.5993292816,4136101.651821421,-5700.0
50,40,170.0,1.34,612415.5993292816,4136101.651821421,-5700.0
145,80,70.0,1.55,598505.4064600291,4152755.468954599,-5560.0
275,15,-10.0,1.55,598505.4064600291,4152755.468954599,-5560.0
240,60,-140.0,1.83,627926.4665340533,4113131.2119479575,-2780.0
305,80,-120.0,1.23,602215.5169648852,4154131.847612797,-3620.0
190,65,20.0,1.71,602346.9199173658,4154225.9366261186,-3160.0
310,85,30.0,1.73,626930.418133047,4078771.6191663113,-5580.0
140,45,50.0,1.93,620170.9015302222,4094282.2916781874,-6400.0
145,80,20.0,1.22,608678.1109274318,4143117.072967849,-8370.0
60,50,-110.0,1.57,610491.5275116327,4139830.373624215,-6180.0
275,80,120.0,2.19,608535.8720046397,4146111.331201279,-6250.0
200,80,50.0,2.19,608535.8720046397,4146111.331201279,-6250.0
175,30,110.0,1.81,580822.7150147636,4129005.2895319522,-7280.0
300,65,60.0,1.81,580822.7150147636,4129005.2895319522,-7280.0
90,25,170.0,2.09,605583.8844019417,4152176.55475456,-7840.0
215,60,-160.0,1.43,583721.4388736597,4166777.748186484,-4260.0
85,90,-30.0,2.04,546517.2291882598,4164598.8435254437,-7630.0
200,35,130.0,1.56,588164.421688457,4105020.887511203,-10570.0
225,40,160.0,1.56,588164.421688457,4105020.887511203,-10570.0
95,45,-110.0,1.07,630342.5621923273,4087922.482727195,-2560.0
155,55,20.0,1.18,631923.7883826,4108384.0439078757,-8200.0
45,55,-140.0,0.99,629440.5076909441,4089628.685983819,-8029.999999999999
125,80,-170.0,2.09,602172.2458334035,4154057.3382321587,-3420.0
135,90,40.0,2.11,608503.3168347714,4142948.346787406,-7700.0
225,45,150.0,1.86,621073.8260697732,4093388.93650422,-5130.0
225,80,150.0,1.81,583560.6307315032,4166683.655720055,-3290.0
150,70,50.0,2.17,609500.9282675054,4139983.7719317386,-3240.0
45,65,-150.0,2.17,609500.9282675054,4139983.7719317386,-3240.0
205,60,100.0,2.11,582882.1366326282,4122405.202965305,-1600.0
170,55,50.0,1.5,626221.8949923788,4158253.5863241856,-6900.0
135,65,-10.0,2.06,615225.9966156359,4132477.961995855,-7050.0
140,80,-10.0,1.34,616157.4871673874,4130271.471128121,-3210.0
200,25,110.0,1.34,616157.4871673874,4130271.471128121,-3210.0
95,45,-170.0,0.88,633047.1849040175,4103833.3023045347,-6590.0
135,35,50.0,1.12,615183.4811235946,4132347.9139120993,-5840.0
140,45,70.0,1.36,621252.807580854,4123204.611981174,-3370.0
50,75,120.0,1.36,621252.807580854,4123204.611981174,-3370.0
325,60,50.0,1.36,621252.807580854,4123204.611981174,-3370.0
190,35,-150.0,1.99,546707.1658021181,4164821.8122784174,-7700.0
135,5,-50.0,1.1,632803.974580558,4106104.4138181643,-6850.0
145,30,30.0,1.75,627734.1017770787,4077710.972524805,-5360.0
175,85,-160.0,1.79,546414.0743966918,4164635.2479443112,-7910.0
145,85,30.0,3.25,615573.476951488,4132982.1112745167,-8130.000000000001
285,85,-10.0,1.78,623365.3573916325,4092941.129054679,-8440.0
45,55,170.0,1.53,615183.7356217537,4132329.4227312705,-7100.0
135,45,-30.0,1.81,615224.9781941643,4132551.926741904,-7350.0
185,55,-140.0,2.03,546412.9342941834,4164838.6494328137,-7540.0
175,85,-140.0,1.49,546281.8172645894,4164616.0160727673,-8530.0
190,85,60.0,1.72,616690.7274975834,4143909.6613865076,-5890.0
240,50,110.0,2.37,607620.7171707791,4146191.9318818715,-8780.0
225,75,-110.0,2.13,627462.2541321036,4090874.8647625605,-6660.0
110,85,40.0,2.13,627462.2541321036,4090874.8647625605,-6660.0
225,45,40.0,2.1,597607.0601148948,4155241.5593105517,-7620.0
215,70,130.0,2.27,619690.1277021525,4127029.112995818,-7360.0
230,60,170.0,2.55,619253.1758489617,4126579.0093947845,-6290.0
315,80,10.0,2.55,619253.1758489617,4126579.0093947845,-6290.0
330,45,0.0,1.26,583974.4055158187,4166484.416154323,-1840.0
45,75,-140.0,1.24,620551.1956369359,4093621.9092041305,-5310.0
240,60,120.0,2.53,564710.0425899742,4105548.1894291737,-13060.0
315,45,10.0,2.84,625259.6939640015,4080189.4147964283,-7160.0
245,70,120.0,2.68,625661.4027533476,4080158.3470155653,-6660.0
215,60,150.0,2.69,625110.2999271464,4080242.699891832,-7000.0
320,75,30.0,2.61,625292.4031024307,4079986.4620053885,-7190.0
215,35,160.0,1.46,625655.0042979133,4079584.9373635906,-6630.0
155,20,50.0,1.74,622619.576417897,4091154.8725622646,-5430.0
235,85,130.0,2.2,620016.8584607721,4124851.3855850236,-3950.0
225,80,-110.0,1.87,620065.2364030845,4094410.251656592,-7660.0
255,60,140.0,2.15,568637.383414647,4134259.157681839,-11010.0
240,65,80.0,2.15,568637.383414647,4134259.157681839,-11010.0
230,10,60.0,1.72,568872.7975275043,4134353.551507328,-10510.0
140,20,20.0,1.47,618693.1067608506,4088565.380015032,-8840.0
210,80,110.0,2.02,548808.0257579752,4135062.9586059316,-10660.0
245,65,110.0,1.53,600136.8109280299,4166479.2496523545,-10610.0
360,85,10.0,1.65,601867.4867377816,4156087.9709269227,-4690.0
140,80,-40.0,1.9,617352.7862819073,4129307.9116725414,-6380.0
215,55,100.0,1.48,625814.0810735237,4079883.191246944,-5540.0
200,55,-150.0,2.86,546649.0694278327,4164692.043335248,-7670.0
150,85,-110.0,1.61,546414.0743966918,4164635.2479443112,-7410.0
155,25,40.0,2.29,625102.6906084875,4080760.4202968776,-5470.0
145,80,-80.0,2.29,608170.5987452479,4144719.4927998427,-5030.0
90,20,-20.0,1.98,546650.6319360936,4164414.6777164396,-7740.0
175,50,30.0,2.29,614631.3496011256,4164873.2425823486,-8570.0
200,80,-100.0,1.44,547643.2408073066,4163162.8972693426,-7740.0
160,90,-110.0,1.39,547334.34435494,4163161.12664303,-7350.0
130,80,60.0,1.97,612948.6923238192,4137070.5589330466,-6480.0
250,85,-100.0,1.97,612948.6923238192,4137070.5589330466,-6480.0
150,80,-20.0,1.63,628001.5922129032,4113058.372525157,-2360.0
240,50,-110.0,1.21,609047.2585364357,4141956.7389297215,-6470.0
245,65,150.0,2.09,619536.0153135498,4125399.365696432,-2080.0
90,15,-100.0,1.22,632359.9011494531,4107022.2109794747,-8320.0
130,75,0.0,2.43,609643.5236162669,4141483.6967092645,-7120.0
110,75,30.0,1.78,547002.9730314334,4164527.6198564484,-7560.0
205,55,-150.0,1.95,547142.0705363882,4163344.946402068,-7830.0
125,80,20.0,2.1,609752.6072056754,4141041.262652983,-6680.0
225,75,-120.0,2.1,609752.6072056754,4141041.262652983,-6680.0
55,90,-150.0,2.04,617551.818863068,4128811.3430062262,-5620.0
180,65,-50.0,2.05,554846.6861646508,4157160.6345483446,-1060.0
115,20,-180.0,1.85,608064.5154706105,4144940.050524766,-5350.0
55,15,70.0,1.85,608064.5154706105,4144940.050524766,-5350.0
280,85,110.0,1.85,608064.5154706105,4144940.050524766,-5350.0
135,60,0.0,2.39,614112.2783521169,4135088.94000346,-6080.0
85,90,20.0,1.8,546905.3650370918,4163583.993662789,-8029.999999999999
310,85,30.0,1.41,626025.1098646027,4079682.877653887,-5820.0
55,75,-120.0,1.3,608558.0303151386,4144410.1230630525,-8200.0
195,45,-150.0,1.47,546936.4585023987,4163288.3040922056,-9060.0
230,85,100.0,1.3,602413.5610688837,4150010.06525766,-8050.000000000001
235,80,130.0,1.3,602413.5610688837,4150010.06525766,-8050.000000000001
320,85,100.0,1.74,547570.3310592399,4163051.5285958974,-8570.0
100,75,30.0,1.4,546435.2082938349,4163488.886803257,-8250.0
150,20,-30.0,1.27,632828.07149957,4106456.207028097,-8600.0
50,90,110.0,1.61,602417.2024919199,4149714.2028846187,-6150.0
165,45,50.0,1.31,628348.0117303969,4078404.4852081127,-6360.0
85,75,90.0,1.31,628348.0117303969,4078404.4852081127,-6360.0
