dip_direction,dip,rake,magnitude,easting,northing,depth_m
125,75,-30.0,1.71,626820.8468082672,4091087.1853094324,-2590.0
230,35,90.0,1.69,583061.5043377371,4128176.5418794104,-5150.0
140,80,-30.0,1.65,617787.1739452406,4088589.7494866527,-11040.0
80,55,-120.0,3.2,617492.6195745105,4088419.2254358344,-11630.0
145,85,-30.0,3.2,617492.6195745105,4088419.2254358344,-11630.0
235,50,-170.0,1.55,617151.5234517932,4089468.64548423,-9880.0
245,60,120.0,1.34,617206.8027542768,4089765.3063018452,-9280.0
220,50,90.0,2.04,589244.4332256127,4109359.375373126,-14850.0
100,75,-170.0,2.04,589244.4332256127,4109359.375373126,-14850.0
200,55,-20.0,2.12,590046.28665408,4110532.9087087987,-14090.0
245,5,100.0,2.12,590046.28665408,4110532.9087087987,-14090.0
230,50,-180.0,1.33,616613.5257740098,4090811.2663067873,-8460.0
20,75,70.0,1.59,594154.6547156879,4104567.77657463,-15060.0
215,55,-110.0,1.77,618371.878158343,4091371.9381823423,-9510.0
90,75,-120.0,1.78,603964.4203656234,4100836.317092697,-10920.0
35,85,-110.0,2.11,584845.3342742804,4106558.681203237,-11460.0
225,45,-180.0,1.42,617365.9493146415,4088990.774486018,-9630.0
90,35,120.0,1.75,598425.6133645846,4104228.131220965,-11820.0
90,45,150.0,1.68,612975.2627207619,4096531.9650375308,-9810.0
250,80,140.0,1.77,608107.1501058036,4158663.6613837495,-4870.0
210,85,160.0,1.76,613947.6727529699,4091496.280858568,-13080.0
220,35,160.0,2.14,624016.8272188844,4081854.1651544566,-7080.0
125,70,20.0,1.76,632236.6272586632,4088340.160389914,-3140.0
255,50,-50.0,1.56,587182.9289049054,4111113.0407243324,-13480.0
55,90,20.0,1.93,605963.8135693716,4103339.209475678,-9070.0
215,75,110.0,1.9,623682.6893612179,4081331.4716249416,-4890.0
310,70,30.0,1.9,623682.6893612179,4081331.4716249416,-4890.0
230,85,110.0,1.74,623577.4396829788,4082439.5774198966,-5720.0
215,30,160.0,1.76,623557.4826176673,4082790.6722763926,-5970.0
250,40,-140.0,1.21,617172.7806850598,4090079.227741983,-8950.0
235,50,-180.0,1.59,617485.9661379522,4088899.9667888745,-9840.0
330,50,0.0,2.07,617723.9220159648,4089938.907180184,-5760.0
360,80,150.0,4.0,596829.2285519198,4103895.306154802,-13170.0
230,35,-180.0,2.37,619728.4999650577,4085676.4025872624,-9320.0
220,85,120.0,2.78,607293.68559161,4100138.183945114,-5570.0
100,70,-50.0,2.78,607293.68559161,4100138.183945114,-5570.0
210,70,-100.0,2.18,607346.6880128729,4102968.310118637,-7490.0
260,60,160.0,1.67,608921.6113130196,4094592.5524775833,-14400.0
135,70,-10.0,1.37,613493.3199221962,4135006.5372159425,-7710.0
135,70,-10.0,1.84,613506.5749466715,4135117.6848945282,-7450.0
190,60,80.0,2.28,630567.4891810387,4081008.9504959695,-5030.0
250,65,60.0,4.2,598828.0993345944,4102753.423921996,-12890.0
75,55,60.0,4.2,598828.0993345944,4102753.423921996,-12890.0
195,65,100.0,2.02,603601.6136233053,4097780.5494607617,-16190.000000000002
300,50,-10.0,1.81,623830.1195196541,4092615.00853665,-2120.0
265,30,-80.0,1.81,623830.1195196541,4092615.00853665,-2120.0
310,75,0.0,2.39,612904.2347470528,4094071.3936825413,-10690.0
215,35,80.0,2.32,585115.5986125019,4116454.583042743,-12400.0
120,65,50.0,1.68,621911.530855257,4091884.4287800887,-3110.0
145,85,30.0,1.83,604666.8630709096,4088362.372716377,-1690.0
195,55,90.0,1.83,604666.8630709096,4088362.372716377,-1690.0
315,85,20.0,2.87,609535.7096344134,4095284.715530181,-15030.0
215,60,110.0,1.64,633063.1300524282,4081066.098615344,-4340.0
165,55,60.0,1.66,604725.4931248915,4107595.6692419196,-3250.0
175,75,100.0,1.99,599539.4753424921,4109030.8034837963,-3640.0
190,50,30.0,2.73,599295.1694203628,4108399.168783096,-2390.0
45,90,-130.0,2.73,599295.1694203628,4108399.168783096,-2390.0
205,60,130.0,1.34,611182.1440592814,4094159.5838683313,-14470.0
140,85,50.0,2.53,624027.3692562252,4082150.222147479,-6050.0
145,85,-170.0,2.56,598031.1954684331,4103742.7376350896,-13400.0
80,45,160.0,1.58,591841.121572674,4110219.4137873473,-11430.0
225,70,100.0,1.74,602234.888452293,4107787.0359374457,-3250.0
180,65,30.0,1.47,628971.4256712779,4090213.372688156,-4340.0
85,50,-170.0,1.47,628971.4256712779,4090213.372688156,-4340.0
230,50,170.0,1.4,623275.2706882608,4082786.577357461,-6170.0
215,60,160.0,1.58,614085.9367299855,4091146.765153811,-13180.0
325,65,-10.0,1.44,614119.5037948578,4091960.9263703325,-13300.0
20,85,30.0,2.23,592370.387286179,4115957.8505541976,-4250.0
305,60,-40.0,1.63,612736.6428248228,4094402.0430631638,-12160.0
275,35,-50.0,1.63,612736.6428248228,4094402.0430631638,-12160.0
135,85,-50.0,1.46,618178.9213939463,4089242.4719743743,-7030.0
120,5,-130.0,1.22,612030.773864778,4097296.138172751,-11410.0
190,60,50.0,2.95,568946.9793151645,4090918.638089644,-9790.0
320,85,40.0,1.69,617836.8351921244,4088220.5663625547,-11320.0
195,70,-40.0,1.5,607192.1401657881,4097621.8386248806,-13730.0
220,45,110.0,4.2,586588.1933600396,4121425.530008865,-9920.0
30,75,-160.0,1.91,613368.5155322691,4092635.1075487193,-14800.0
230,55,-180.0,1.66,617489.0370385668,4088678.0861230176,-11850.0
210,45,120.0,1.66,607418.44012348,4091466.5511998856,-5970.0
170,35,40.0,1.66,607418.44012348,4091466.5511998856,-5970.0
270,85,170.0,1.52,611721.2896357272,4098272.1977324956,-5900.0
360,75,-20.0,1.52,611721.2896357272,4098272.1977324956,-5900.0
90,90,-140.0,1.52,611721.2896357272,4098272.1977324956,-5900.0
205,20,-110.0,2.08,609758.7155144032,4120290.8533118283,-7540.0
120,40,-60.0,2.39,549886.188241013,4161992.631710635,-5410.0
110,30,-10.0,2.29,613034.5142451456,4088747.0571888923,-9200.0
115,35,-20.0,1.87,627173.931208091,4091295.911136472,-3120.0
225,50,100.0,1.76,606304.4313498476,4096279.1508053453,-15340.0
210,55,80.0,2.1,597450.5604589502,4110393.355047394,-2670.0
230,70,-120.0,1.87,613746.9496314191,4088756.5736556198,-8790.0
155,10,40.0,1.87,613746.9496314191,4088756.5736556198,-8790.0
210,75,150.0,2.79,624642.1408099721,4091887.1349370736,-4230.0
200,80,160.0,1.21,612861.8895810285,4092794.7880920586,-13910.0
175,70,80.0,2.26,609443.1606903473,4097854.0708575547,-9320.0
150,25,100.0,1.77,605206.5296623114,4107028.3660250134,-3890.0
125,50,0.0,1.88,625002.3267594185,4091615.021583182,-4110.0
210,55,100.0,2.65,630500.5765386111,4080527.067092251,-5600.0
185,40,80.0,1.63,630052.8729434835,4080649.6761519867,-6080.0
160,35,20.0,1.62,600599.7947126628,4103310.619607869,-4360.0
140,80,-40.0,1.64,617454.7463870791,4089010.496341615,-10190.0
325,80,40.0,1.7,617818.9125318193,4088442.2409738693,-11250.0
205,80,90.0,1.64,611125.3324264006,4097358.1769618,-8810.0
205,60,-140.0,2.33,607212.8634079007,4103003.597363906,-8170.0
210,45,130.0,1.76,591092.0089378787,4105551.2515405784,-10180.0
220,85,150.0,2.78,612867.7970819296,4092351.026806519,-13650.0
20,90,110.0,1.42,618542.1808580577,4091929.1297668456,-9110.0
320,80,50.0,1.68,625252.0756933042,4080707.135264827,-6610.0
210,35,80.0,2.31,586616.8080323223,4121518.2866037786,-9160.0
235,85,140.0,1.54,610029.2093892257,4094976.727383534,-15300.0
270,10,-60.0,1.54,610029.2093892257,4094976.727383534,-15300.0
165,35,70.0,2.04,595298.7294263645,4112144.0381267904,-5960.0
60,70,90.0,2.04,595298.7294263645,4112144.0381267904,-5960.0
180,30,80.0,1.52,604903.891393939,4107542.4061779846,-3490.0
220,15,130.0,1.45,627869.5276918957,4077602.038961537,-7730.0
325,85,70.0,1.45,627869.5276918957,4077602.038961537,-7730.0
235,25,-110.0,2.84,632954.9288066863,4087981.4793314254,-3880.0
230,45,130.0,1.75,592375.0561583148,4115532.574139625,-4770.0
155,55,40.0,1.37,615273.2483806985,4091144.3242101334,-13430.0
330,80,40.0,1.6,616917.184376068,4090316.118726731,-8530.0
175,10,140.0,1.38,615307.9501620494,4101667.677207172,-7850.0
130,90,-40.0,1.59,617197.8346696849,4089339.829743609,-10270.0
30,85,180.0,2.46,617080.8878195662,4089208.760622008,-13350.0
165,45,50.0,2.74,624179.9614704755,4081875.0385642317,-5980.0
45,40,170.0,2.74,624179.9614704755,4081875.0385642317,-5980.0
180,5,50.0,2.1,604949.9647044862,4105027.9152177,-9100.0
260,45,-160.0,2.1,604949.9647044862,4105027.9152177,-9100.0
195,70,90.0,1.66,610658.406326263,4094504.0991717144,-14460.0
60,80,-170.0,1.99,601773.5377911323,4080800.8480823273,-580.0
225,45,-180.0,1.66,618680.734776044,4087326.130988221,-10270.0
135,85,-40.0,1.49,617210.8886893902,4089469.465159131,-10610.0
210,65,140.0,2.55,612016.2058882053,4093911.662133828,-14910.0
55,80,-160.0,1.53,601828.9788519776,4081134.369998367,120.0
170,90,0.0,3.0,617252.0645484349,4088637.822583599,-12020.0
140,75,40.0,2.78,628392.2236129541,4077443.4516832936,-5900.0
145,90,-30.0,1.41,617089.6071269849,4089652.7268965174,-10490.0
135,90,-40.0,2.21,618774.9768472814,4086957.575327643,-11000.0
195,55,40.0,1.59,591964.82021949,4107021.5989410193,-14480.0
245,50,150.0,1.1,608719.3032293214,4095329.677016499,-14380.0
45,30,60.0,1.1,608719.3032293214,4095329.677016499,-14380.0
85,20,130.0,1.27,594925.1414990545,4109828.252550778,-10140.0
220,40,120.0,1.42,584181.2471230478,4116685.5770115494,-12790.0
250,65,160.0,1.42,584181.2471230478,4116685.5770115494,-12790.0
170,75,0.0,1.25,613453.8174340774,4092913.6493886793,-12300.0
205,65,100.0,1.71,609451.9804192038,4094876.7842719294,-14270.0
205,80,160.0,1.72,615155.0686645374,4092196.847856758,-12670.0
135,90,-30.0,1.99,618939.315970513,4086885.900309942,-11040.0
150,40,40.0,1.68,601615.2624637375,4106355.5966334613,-4950.0
155,55,50.0,1.83,601282.6351509854,4080850.468247816,-760.0
220,75,160.0,1.39,613562.3897084941,4091454.126509835,-13740.0
145,45,10.0,1.35,620867.1371575848,4123291.5242403094,-2930.0
40,55,150.0,1.35,620867.1371575848,4123291.5242403094,-2930.0
220,35,-150.0,1.89,626926.1025219412,4090996.287208897,-3820.0
200,55,90.0,2.33,592862.8717450754,4115574.9285696857,-4560.0
75,80,-150.0,2.18,602076.1949387303,4081581.1441674232,-3630.0
270,75,120.0,1.85,611663.2068365779,4098178.9641216416,-5910.0
220,65,70.0,1.85,611663.2068365779,4098178.9641216416,-5910.0
140,70,10.0,1.55,602135.6128895209,4081581.8572028787,-3470.0
225,75,130.0,2.04,576274.4804909967,4120715.302470069,-10040.0
175,50,20.0,1.84,585581.1793488855,4121581.638133608,-8430.0
110,85,0.0,1.64,613023.1058606955,4092944.8827046016,-13990.0
180,55,20.0,2.87,603516.3010410101,4105953.35970229,-5150.0
250,75,140.0,3.2,603543.8834073158,4106120.135052949,-5130.0
80,40,-140.0,1.57,600558.4308796037,4108025.7856169385,-2100.0
75,45,-170.0,1.57,600558.4308796037,4108025.7856169385,-2100.0
225,75,40.0,1.73,598401.7998334032,4103728.554168963,-13240.0
220,80,140.0,1.85,599375.5349309874,4085118.1385420365,-3000.0
280,50,140.0,1.57,607099.9524656956,4095530.9629870798,-15220.0
155,90,20.0,1.74,601606.3707709124,4081113.2170305336,-890.0
210,65,170.0,1.41,618025.237036923,4087483.438668397,-8940.0
205,55,140.0,1.56,599913.0048406628,4107500.317934865,-3470.0
215,85,120.0,1.56,621181.66271817,4094148.7338491203,-2880.0
205,60,140.0,1.94,628396.1241562051,4077184.5915217767,-5220.0
65,40,-120.0,2.72,599399.0138640662,4103351.8843764467,-13400.0
290,40,-30.0,2.5,599622.1303865408,4103280.54187006,-12850.0
25,85,110.0,1.61,603214.5196003746,4107614.034532076,-2670.0
185,35,100.0,1.59,624301.7673650838,4082690.552816131,-7100.0
220,80,-180.0,1.59,624301.7673650838,4082690.552816131,-7100.0
140,70,10.0,2.22,601917.6675225472,4081172.4160433626,-2610.0
170,75,30.0,3.2,585366.325626614,4116531.0920711295,-12150.0
215,45,100.0,2.13,590981.5238662548,4111670.9817205532,-11120.0
40,90,10.0,1.62,591643.0252191623,4106648.253827301,-16750.0
215,55,40.0,1.62,591643.0252191623,4106648.253827301,-16750.0
205,65,90.0,2.55,585546.4043307212,4117734.9089383753,-12350.0
130,40,30.0,2.92,613782.4743394032,4091642.0099755186,-13950.0
290,85,0.0,1.38,613807.9306201522,4091956.7390681673,-13450.0
165,5,30.0,2.41,592568.4932268378,4112742.3363474426,-8850.0
200,50,0.0,1.83,589820.2680723777,4109513.427306897,-14570.0
205,60,170.0,1.17,617290.2246664201,4090173.3184492625,-9390.0
215,75,-90.0,1.98,607332.1056288341,4102949.6316661686,-7850.0
230,80,-90.0,2.69,607811.6850718486,4102530.3930088477,-7760.0
95,20,-20.0,2.06,607585.8831078829,4102804.9134424287,-7800.0
65,10,-50.0,2.39,607526.3775778104,4102822.649220446,-8270.0
215,75,-90.0,2.04,608018.4287404919,4102588.512873908,-7960.0
310,80,0.0,1.69,617988.2230696931,4090146.0084830187,-5920.0
200,70,110.0,1.97,609767.0358803368,4094603.463289218,-13970.0
295,75,10.0,1.38,613419.4522003382,4091045.36042824,-15300.0
220,55,100.0,2.24,591033.935783623,4112300.286448989,-8740.0
150,10,110.0,2.24,591033.935783623,4112300.286448989,-8740.0
220,40,160.0,1.3,624380.913042725,4081341.6485805237,-6630.0
220,50,120.0,2.0,588717.8305861541,4107338.1836309726,-11640.0
55,5,70.0,2.0,588717.8305861541,4107338.1836309726,-11640.0
210,45,80.0,1.61,626533.3501370291,4080485.6629451076,-6130.0
135,80,-40.0,1.87,617603.679988129,4088975.571286753,-10180.0
150,45,30.0,1.62,618098.4505256773,4090757.8339679185,-4580.0
330,85,40.0,1.21,616782.0990040235,4090425.2198314425,-7770.0
130,60,-20.0,1.38,618698.1410069396,4092449.137705682,-7920.0
135,30,-20.0,2.19,605861.6821654834,4105575.5981479133,-2660.0
250,50,-160.0,1.54,617486.9897874409,4088826.0065590413,-11620.0
135,30,-30.0,1.28,608465.6452634432,4143576.668576374,-10590.0
50,55,40.0,1.86,596739.3387013355,4110440.640112306,-11390.0
300,70,150.0,1.43,596647.1236705433,4110735.4645629684,-11150.0
55,50,50.0,1.43,596647.1236705433,4110735.4645629684,-11150.0
230,40,-140.0,1.1,616980.622291929,4090021.0956109096,-8460.0
140,85,-30.0,1.1,616980.622291929,4090021.0956109096,-8460.0
220,65,90.0,2.09,580854.9328518035,4128728.2178181866,-6420.0
55,90,-140.0,1.69,609558.6703691483,4094656.2457348565,-13920.0
230,75,140.0,2.89,619617.5352453289,4086174.1695240135,-8650.0
25,90,70.0,1.78,596363.536612293,4110935.6362403804,-11370.0
330,80,140.0,1.78,596363.536612293,4110935.6362403804,-11370.0
145,85,-40.0,1.28,617045.8492222953,4089596.642510603,-9800.0
115,80,-30.0,1.57,622900.3632417186,4093285.764592084,-1290.0
230,45,170.0,1.47,617049.4672974878,4090410.4106567246,-8039.999999999999
145,90,-40.0,1.34,616856.5517769557,4090407.7513788864,-8160.0
230,35,-180.0,1.47,620253.1531430307,4085332.430154465,-9280.0
140,85,-40.0,1.54,617196.3027097159,4089450.770134572,-10310.0
250,45,110.0,1.99,594796.6366760822,4104131.142573249,-14720.0
5,70,60.0,1.99,594796.6366760822,4104131.142573249,-14720.0
265,40,-50.0,1.65,595117.7947921932,4105873.0370439896,-13360.0
235,30,-90.0,2.45,595767.8322433383,4106028.3264965774,-12530.0
180,65,0.0,1.92,583448.9701776636,4124870.277193902,-5470.0
190,30,60.0,1.6,597092.289606344,4104212.6981676347,-12430.0
225,50,170.0,2.0,617699.9111384545,4088459.0839376734,-11390.0
150,65,-130.0,1.59,614219.6439773539,4094440.397963291,-7300.0
120,40,-110.0,1.7,590008.9841611093,4109866.7912924746,-14350.0
140,90,-40.0,1.8,618257.0892056287,4087893.523899612,-10190.0
235,70,100.0,2.21,606765.8029223119,4100852.733682955,-4770.0
50,80,-170.0,2.86,623710.8556793011,4082460.010591413,-5500.0
155,50,40.0,2.86,623710.8556793011,4082460.010591413,-5500.0
155,10,120.0,1.65,591410.9166326523,4113025.570851257,-7970.0
235,50,-180.0,1.33,616690.0094429101,4090645.8757415013,-9190.0
230,85,140.0,1.37,610896.2060034395,4094470.2218053937,-15090.0
120,85,-30.0,1.43,623019.5790137037,4093250.5055533233,-1420.0
195,35,60.0,2.1,584909.2459953977,4116378.5294002844,-12970.0
190,30,30.0,2.92,609793.087673266,4107438.174666046,-2690.0
185,40,50.0,2.5,609583.352770877,4107620.383038901,-2590.0
150,45,-10.0,3.0,609807.8971909574,4107438.367397397,-3270.0
260,60,160.0,3.0,609807.8971909574,4107438.367397397,-3270.0
230,50,170.0,1.03,619839.9821005793,4086195.7980174976,-10220.0
215,75,-90.0,2.07,607183.463572329,4102984.7311705756,-7040.0
30,85,170.0,1.32,613974.8631171078,4091681.580122247,-13100.0
130,45,-30.0,2.65,617449.629074642,4089380.297654239,-8610.0
245,45,140.0,3.0,615959.6228746031,4143455.579042532,-8390.0
350,75,30.0,3.0,615959.6228746031,4143455.579042532,-8390.0
200,75,80.0,1.56,610351.263992455,4094167.216055845,-13880.0
135,80,-40.0,1.69,617840.3849844685,4089034.335000695,-8830.0
185,30,100.0,1.83,610709.4254462842,4094005.4490273693,-14080.0
200,85,110.0,1.63,615519.9337072232,4092645.6558345794,-7820.0
235,55,150.0,2.1,615301.0987858913,4132386.5229277164,-6360.0
160,35,20.0,2.1,615301.0987858913,4132386.5229277164,-6360.0
145,50,10.0,1.45,616046.94605255,4089915.807603504,-13410.0
210,75,80.0,1.78,595285.9411020996,4104099.663899066,-15400.0
230,80,130.0,1.4,614322.6010309142,4091205.4318275717,-12960.0
230,80,150.0,2.06,623065.9874470758,4082876.016178495,-5850.0
215,30,30.0,1.76,589952.5325016804,4110994.2127340655,-13700.0
230,10,100.0,1.68,597349.8932230233,4103716.3659087634,-12710.0
130,30,0.0,2.41,609999.8814953434,4136827.781800418,-1540.0
165,75,40.0,1.53,609486.204435936,4097965.586887696,-9100.0
195,45,130.0,1.42,625187.7522107416,4081039.0814181115,-4910.0
155,65,60.0,1.42,625187.7522107416,4081039.0814181115,-4910.0
220,50,-50.0,1.39,605819.3456277377,4104225.067980298,-8450.0
225,55,-50.0,1.29,605788.7892183466,4104298.657677214,-8490.0
215,50,150.0,1.44,604321.9355148468,4101894.817494529,-8980.0
85,75,-100.0,1.44,604321.9355148468,4101894.817494529,-8980.0
35,85,-50.0,2.16,598151.4386331486,4103596.193547189,-13120.0
225,45,160.0,2.45,619788.4134705059,4085640.2595761456,-10750.0
135,85,20.0,1.42,613836.1149313166,4092068.077724966,-13860.0
195,80,80.0,1.61,596944.3855721208,4114492.9019716363,-10980.0
140,90,-40.0,1.88,617440.6717295747,4088954.82079831,-10150.0
225,40,-120.0,1.48,588885.1891875403,4111130.824389215,-13390.0
320,85,40.0,2.15,617789.7393380516,4088404.84894105,-11170.0
155,40,40.0,1.58,603245.2688944365,4107521.9456411707,-3710.0
330,85,30.0,1.35,617178.6530374156,4089653.955962244,-10830.0
265,85,120.0,1.49,604175.8649390779,4090871.32384192,-3650.0
170,45,30.0,1.47,615858.1846604801,4131617.4380658483,-6780.0
145,60,50.0,1.72,632363.2181241021,4083071.108236526,-5990.0
155,20,-130.0,1.46,613033.8372917651,4096588.2271592696,-7660.0
195,25,-10.0,1.77,591514.6783126071,4108921.4042255646,-13330.0
290,60,-50.0,1.81,591421.07199373,4106627.354276609,-17160.0
75,25,-150.0,1.81,591421.07199373,4106627.354276609,-17160.0
210,45,100.0,3.9,586408.3109330294,4121664.077151107,-9550.0
140,90,-40.0,1.68,617515.9067525048,4088881.8876364613,-10310.0
295,80,40.0,1.73,627431.5229657064,4079056.5146861626,-4510.0
135,60,-20.0,1.48,629095.8241044439,4082022.1862107893,-11380.0
105,90,-150.0,1.61,611809.3398655879,4097219.236992837,-8700.0
320,85,40.0,1.21,618653.3693590754,4087159.305776652,-11270.0
140,70,60.0,1.39,590409.0310843261,4111221.00484149,-11990.0
230,25,20.0,1.51,589698.482508019,4109826.497443206,-13570.0
250,75,-60.0,1.51,589698.482508019,4109826.497443206,-13570.0
250,50,110.0,1.76,585143.8100871242,4112201.7065166663,-15020.0
330,75,70.0,1.76,585143.8100871242,4112201.7065166663,-15020.0
145,90,-40.0,1.63,616990.8735485387,4090354.121688876,-8660.0
245,85,-130.0,2.11,589705.5047045609,4114727.0141858035,-8640.0
140,90,-40.0,2.68,618971.5974562299,4086701.415763136,-10300.0
220,55,130.0,1.62,620398.1467596601,4086629.0462892833,-6610.0
120,35,30.0,1.57,618656.3817287077,4094371.9115803065,-3360.0
310,80,60.0,1.57,618656.3817287077,4094371.9115803065,-3360.0
265,60,150.0,1.53,608525.0826878642,4095438.144844618,-14150.0
215,15,0.0,1.68,592064.4522516374,4107392.5302166156,-13980.0
280,70,-40.0,1.68,592064.4522516374,4107392.5302166156,-13980.0
110,70,-30.0,2.12,589692.8190751108,4111749.6249725404,-11390.0
225,65,150.0,1.75,590071.3686324669,4108184.6707141185,-16420.0
205,80,160.0,1.65,613680.5955192501,4091492.696801674,-14290.0
230,55,-140.0,1.53,617668.4309689951,4088588.1027923576,-12330.0
230,50,90.0,1.51,591533.3937782864,4111288.620393812,-8970.0
145,55,-20.0,1.43,616980.7195036932,4092166.357183098,-5090.0
215,45,-180.0,1.73,617027.015518355,4092037.5404106355,-5160.0
165,30,-120.0,2.21,580007.0385388022,4127795.4728021403,-4680.0
300,30,-80.0,2.21,580007.0385388022,4127795.4728021403,-4680.0
145,80,-30.0,1.22,617802.7865438948,4088534.4852703796,-10830.0
215,45,50.0,1.98,592092.121914955,4108927.690582626,-13470.0
200,35,-10.0,2.23,591710.299788438,4109996.081808107,-12830.0
165,70,110.0,2.58,618540.650831429,4095221.0093600927,-3170.0
210,75,110.0,1.74,603990.9570702374,4097470.94677393,-15730.0
115,45,-20.0,1.17,627356.9909693652,4090965.7563869255,-3520.0
50,80,-130.0,1.77,604993.4436544377,4097945.643998896,-15190.0
285,25,-40.0,1.77,604993.4436544377,4097945.643998896,-15190.0
320,60,10.0,2.2,619967.2489298271,4092947.841734911,-2590.0
225,80,170.0,2.2,619967.2489298271,4092947.841734911,-2590.0
105,70,-50.0,1.49,627234.6722521726,4091204.3494916856,-3320.0
35,90,-150.0,2.48,630829.0416120529,4089113.628982561,-6010.0
305,80,-30.0,1.56,630272.4883170326,4089585.9321151525,-4450.0
230,85,-130.0,1.56,630272.4883170326,4089585.9321151525,-4450.0
300,65,-30.0,1.36,614140.0642383854,4091535.8546834653,-12790.0
215,35,110.0,1.7,613577.9702137948,4091398.855079987,-12950.0
305,85,70.0,1.7,613577.9702137948,4091398.855079987,-12950.0
220,50,70.0,3.6,590614.8695384263,4111352.661693646,-12500.0
235,60,-180.0,1.56,617211.654773879,4089413.9949589157,-10460.0
140,80,-60.0,1.52,620130.704391354,4085589.610494814,-9560.0
145,75,-10.0,2.38,620928.1303308825,4123162.9384377645,-3090.0
145,90,-30.0,1.72,618026.4245133592,4127634.347969781,-3100.0
320,85,60.0,1.83,620086.1597338172,4085588.980891437,-9430.0
200,25,60.0,2.01,584734.6695682891,4126344.05771246,-4590.0
100,40,-180.0,1.55,612824.3129044245,4147351.976601746,-5960.0
140,85,-40.0,1.61,617211.144051881,4089450.975091899,-10130.0
205,65,150.0,2.32,625466.614255752,4080266.4381150682,-7060.0
125,90,20.0,2.32,625466.614255752,4080266.4381150682,-7060.0
330,65,0.0,2.07,626995.4746258956,4114985.1334793977,-3520.0
100,85,-170.0,1.37,601404.9647548938,4156581.656626981,-6190.0
195,80,10.0,1.37,601404.9647548938,4156581.656626981,-6190.0
205,50,70.0,1.96,605906.8444523888,4104337.12349999,-9660.0
315,85,100.0,2.14,587280.5479133445,4121673.097345015,-7860.0
195,70,-30.0,1.79,601462.9508165598,4156656.34232474,-5950.0
115,65,-140.0,1.79,601462.9508165598,4156656.34232474,-5950.0
170,70,60.0,1.78,593740.4053862679,4117822.266609873,-2110.0
305,65,-10.0,2.93,621375.290096364,4094096.0227692933,-2670.0
50,85,-120.0,2.76,621015.5917322802,4094349.7952036536,-3360.0
155,50,10.0,1.59,631193.9777679989,4109593.3576487056,-8109.999999999999
155,90,-50.0,1.3,623359.2946455532,4083139.1801948175,-6650.0
195,50,80.0,1.25,625301.5433913941,4091452.9878559536,-6720.0
230,50,170.0,0.91,617391.0304063822,4089324.0061191977,-9740.0
310,75,10.0,1.59,612637.3945672213,4092939.7489384613,-14150.0
50,90,-160.0,2.55,613153.8139071406,4135001.9359686687,-5560.0
315,85,-40.0,1.74,610120.389272168,4141120.085812443,-7880.0
225,55,110.0,1.62,590417.5954163955,4113181.2781586573,-9000.0
170,70,60.0,1.5,610144.0217111047,4103244.7270305827,-2870.0
70,70,140.0,1.5,610144.0217111047,4103244.7270305827,-2870.0
200,65,90.0,1.34,619247.6090654195,4093474.0105912206,-3870.0
50,90,160.0,2.88,626372.0762611604,4079336.632653537,-6210.0
235,40,-140.0,1.84,626622.7617649555,4079469.815479457,-6070.0
245,80,150.0,3.7,596309.5100275482,4101392.8912635236,-18000.0
30,90,-150.0,1.43,620469.4020100726,4094157.0721564065,-3870.0
140,20,10.0,1.71,590226.6529996593,4111662.863877469,-11980.0
210,65,150.0,0.93,613755.52762269,4091438.2213990535,-14250.0
130,85,-40.0,1.43,617061.2003938102,4089559.867077091,-10410.0
180,65,100.0,1.41,620000.2363813013,4093762.042109872,-4400.0
160,20,30.0,1.53,596049.0935407216,4111246.4210747844,-11250.0
350,70,-10.0,1.2,629830.0285839245,4112568.4898384456,-7930.0
140,75,-40.0,1.55,618194.7930746336,4089168.7183091086,-7100.0
165,60,30.0,1.43,631067.6156121597,4109147.502734055,-6620.0
75,90,170.0,1.43,631067.6156121597,4109147.502734055,-6620.0
210,40,70.0,1.47,608000.481922475,4099351.974583435,-11070.0
195,60,130.0,2.37,619473.4833683516,4085857.7500099535,-8109.999999999999
120,85,40.0,1.28,625638.165411608,4091772.3721270715,-5720.0
135,5,-10.0,2.44,590955.5138518325,4111337.8396247565,-11000.0
205,60,80.0,1.79,603132.7735991108,4105819.214277365,-4230.0
135,30,-40.0,1.6,609152.9185084493,4141773.17590253,-5100.0
70,15,-140.0,1.6,609152.9185084493,4141773.17590253,-5100.0
210,50,150.0,1.58,626336.8703923114,4079705.992032675,-5880.0
190,55,70.0,2.46,593829.7684336443,4117767.7853595056,-2790.0
145,85,0.0,3.01,631570.9722520083,4108212.0743703526,-7190.0
160,80,10.0,2.51,631664.7331608104,4107899.1151991603,-6980.0
220,45,110.0,1.93,583759.0104966254,4118974.373078731,-12610.0
220,70,90.0,2.32,568610.5565704906,4093985.329418597,-6220.0
125,75,40.0,2.17,590542.8466197303,4111166.9648733316,-12080.0
30,90,-60.0,1.72,592317.5267514342,4122115.305841896,-1460.0
190,65,90.0,1.88,597311.9129635259,4109578.0755084804,-3460.0
135,25,-40.0,1.37,631588.0889088779,4108064.3780450663,-6640.0
220,60,150.0,1.58,608530.2943693069,4095031.3641388454,-15020.0
330,70,20.0,2.68,595405.7220767568,4102677.10490214,-17690.0
235,70,160.0,1.57,595318.4866072016,4102528.1818182333,-17880.0
140,75,-30.0,1.31,617048.9571151901,4090447.3908360153,-8760.0
