"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
-0.97493,1.1939e-16,0.22252,5.7164e+05,4.1437e+06,-2177.2
-0.97493,1.1939e-16,-0.22252,5.7164e+05,4.1437e+06,-2221.7
-0.78183,9.5747e-17,-0.62349,5.7166e+05,4.1437e+06,-2261.8
-0.43388,5.3135e-17,-0.90097,5.717e+05,4.1437e+06,-2289.5
-0.3068,-0.3068,0.90097,5.7171e+05,4.1436e+06,-2109.3
-0.55284,-0.55284,0.62349,5.7169e+05,4.1436e+06,-2137.1
-0.68938,-0.68938,0.22252,5.7167e+05,4.1436e+06,-2177.2
-0.68938,-0.68938,-0.22252,5.7167e+05,4.1436e+06,-2221.7
-0.55284,-0.55284,-0.62349,5.7169e+05,4.1436e+06,-2261.8
-0.3068,-0.3068,-0.90097,5.7171e+05,4.1436e+06,-2289.5
-7.9703e-17,-0.43388,0.90097,5.7174e+05,4.1436e+06,-2109.3
-1.4362e-16,-0.78183,0.62349,5.7174e+05,4.1436e+06,-2137.1
-1.7909e-16,-0.97493,0.22252,5.7174e+05,4.1436e+06,-2177.2
-1.7909e-16,-0.97493,-0.22252,5.7174e+05,4.1436e+06,-2221.7
-1.4362e-16,-0.78183,-0.62349,5.7174e+05,4.1436e+06,-2261.8
-7.9703e-17,-0.43388,-0.90097,5.7174e+05,4.1436e+06,-2289.5
0.3068,-0.3068,0.90097,5.7177e+05,4.1436e+06,-2109.3
0.55284,-0.55284,0.62349,5.718e+05,4.1436e+06,-2137.1
0.68938,-0.68938,0.22252,5.7181e+05,4.1436e+06,-2177.2
0.68938,-0.68938,-0.22252,5.7181e+05,4.1436e+06,-2221.7
0.55284,-0.55284,-0.62349,5.718e+05,4.1436e+06,-2261.8
0.3068,-0.3068,-0.90097,5.7177e+05,4.1436e+06,-2289.5
0,0,1,5.7137e+05,4.1432e+06,-2348.6
0,0,-1,5.7137e+05,4.1432e+06,-2548.6
0.43388,0,0.90097,5.7142e+05,4.1432e+06,-2358.5
0.78183,0,0.62349,5.7145e+05,4.1432e+06,-2386.2
0.97493,0,0.22252,5.7147e+05,4.1432e+06,-2426.3
0.97493,0,-0.22252,5.7147e+05,4.1432e+06,-2470.8
0.78183,0,-0.62349,5.7145e+05,4.1432e+06,-2510.9
0.43388,0,-0.90097,5.7142e+05,4.1432e+06,-2538.7
0.3068,0.3068,0.90097,5.714e+05,4.1433e+06,-2358.5
0.55284,0.55284,0.62349,5.7143e+05,4.1433e+06,-2386.2
0.68938,0.68938,0.22252,5.7144e+05,4.1433e+06,-2426.3
0.68938,0.68938,-0.22252,5.7144e+05,4.1433e+06,-2470.8
0.55284,0.55284,-0.62349,5.7143e+05,4.1433e+06,-2510.9
0.3068,0.3068,-0.90097,5.714e+05,4.1433e+06,-2538.7
2.6568e-17,0.43388,0.90097,5.7137e+05,4.1433e+06,-2358.5
4.7873e-17,0.78183,0.62349,5.7137e+05,4.1433e+06,-2386.2
5.9697e-17,0.97493,0.22252,5.7137e+05,4.1433e+06,-2426.3
5.9697e-17,0.97493,-0.22252,5.7137e+05,4.1433e+06,-2470.8
4.7873e-17,0.78183,-0.62349,5.7137e+05,4.1433e+06,-2510.9
2.6568e-17,0.43388,-0.90097,5.7137e+05,4.1433e+06,-2538.7
-0.3068,0.3068,0.90097,5.7134e+05,4.1433e+06,-2358.5
-0.55284,0.55284,0.62349,5.7132e+05,4.1433e+06,-2386.2
-0.68938,0.68938,0.22252,5.713e+05,4.1433e+06,-2426.3
-0.68938,0.68938,-0.22252,5.713e+05,4.1433e+06,-2470.8
-0.55284,0.55284,-0.62349,5.7132e+05,4.1433e+06,-2510.9
-0.3068,0.3068,-0.90097,5.7134e+05,4.1433e+06,-2538.7
-0.43388,5.3135e-17,0.90097,5.7133e+05,4.1432e+06,-2358.5
-0.78183,9.5747e-17,0.62349,5.713e+05,4.1432e+06,-2386.2
-0.97493,1.1939e-16,0.22252,5.7128e+05,4.1432e+06,-2426.3
-0.97493,1.1939e-16,-0.22252,5.7128e+05,4.1432e+06,-2470.8
-0.78183,9.5747e-17,-0.62349,5.713e+05,4.1432e+06,-2510.9
-0.43388,5.3135e-17,-0.90097,5.7133e+05,4.1432e+06,-2538.7
-0.3068,-0.3068,0.90097,5.7134e+05,4.1432e+06,-2358.5
-0.55284,-0.55284,0.62349,5.7132e+05,4.1432e+06,-2386.2
-0.68938,-0.68938,0.22252,5.713e+05,4.1432e+06,-2426.3
-0.68938,-0.68938,-0.22252,5.713e+05,4.1432e+06,-2470.8
-0.55284,-0.55284,-0.62349,5.7132e+05,4.1432e+06,-2510.9
-0.3068,-0.3068,-0.90097,5.7134e+05,4.1432e+06,-2538.7
-7.9703e-17,-0.43388,0.90097,5.7137e+05,4.1432e+06,-2358.5
-1.4362e-16,-0.78183,0.62349,5.7137e+05,4.1431e+06,-2386.2
-1.7909e-16,-0.97493,0.22252,5.7137e+05,4.1431e+06,-2426.3
-1.7909e-16,-0.97493,-0.22252,5.7137e+05,4.1431e+06,-2470.8
-1.4362e-16,-0.78183,-0.62349,5.7137e+05,4.1431e+06,-2510.9
-7.9703e-17,-0.43388,-0.90097,5.7137e+05,4.1432e+06,-2538.7
0.3068,-0.3068,0.90097,5.714e+05,4.1432e+06,-2358.5
0.55284,-0.55284,0.62349,5.7143e+05,4.1432e+06,-2386.2
0.68938,-0.68938,0.22252,5.7144e+05,4.1432e+06,-2426.3
0.68938,-0.68938,-0.22252,5.7144e+05,4.1432e+06,-2470.8
0.55284,-0.55284,-0.62349,5.7143e+05,4.1432e+06,-2510.9
0.3068,-0.3068,-0.90097,5.714e+05,4.1432e+06,-2538.7
0,0,1,5.7101e+05,4.1428e+06,-2559.2
0,0,-1,5.7101e+05,4.1428e+06,-2759.2
0.43388,0,0.90097,5.7105e+05,4.1428e+06,-2569.1
0.78183,0,0.62349,5.7108e+05,4.1428e+06,-2596.9
0.97493,0,0.22252,5.711e+05,4.1428e+06,-2637
0.97493,0,-0.22252,5.711e+05,4.1428e+06,-2681.5
0.78183,0,-0.62349,5.7108e+05,4.1428e+06,-2721.6
0.43388,0,-0.90097,5.7105e+05,4.1428e+06,-2749.3
0.3068,0.3068,0.90097,5.7104e+05,4.1428e+06,-2569.1
0.55284,0.55284,0.62349,5.7106e+05,4.1428e+06,-2596.9
0.68938,0.68938,0.22252,5.7107e+05,4.1428e+06,-2637
0.68938,0.68938,-0.22252,5.7107e+05,4.1428e+06,-2681.5
0.55284,0.55284,-0.62349,5.7106e+05,4.1428e+06,-2721.6
0.3068,0.3068,-0.90097,5.7104e+05,4.1428e+06,-2749.3
2.6568e-17,0.43388,0.90097,5.7101e+05,4.1428e+06,-2569.1
4.7873e-17,0.78183,0.62349,5.7101e+05,4.1428e+06,-2596.9
5.9697e-17,0.97493,0.22252,5.7101e+05,4.1428e+06,-2637
5.9697e-17,0.97493,-0.22252,5.7101e+05,4.1428e+06,-2681.5
4.7873e-17,0.78183,-0.62349,5.7101e+05,4.1428e+06,-2721.6
2.6568e-17,0.43388,-0.90097,5.7101e+05,4.1428e+06,-2749.3
-0.3068,0.3068,0.90097,5.7097e+05,4.1428e+06,-2569.1
-0.55284,0.55284,0.62349,5.7095e+05,4.1428e+06,-2596.9
-0.68938,0.68938,0.22252,5.7094e+05,4.1428e+06,-2637
-0.68938,0.68938,-0.22252,5.7094e+05,4.1428e+06,-2681.5
-0.55284,0.55284,-0.62349,5.7095e+05,4.1428e+06,-2721.6
-0.3068,0.3068,-0.90097,5.7097e+05,4.1428e+06,-2749.3
-0.43388,5.3135e-17,0.90097,5.7096e+05,4.1428e+06,-2569.1
-0.78183,9.5747e-17,0.62349,5.7093e+05,4.1428e+06,-2596.9
-0.97493,1.1939e-16,0.22252,5.7091e+05,4.1428e+06,-2637
-0.97493,1.1939e-16,-0.22252,5.7091e+05,4.1428e+06,-2681.5
-0.78183,9.5747e-17,-0.62349,5.7093e+05,4.1428e+06,-2721.6
-0.43388,5.3135e-17,-0.90097,5.7096e+05,4.1428e+06,-2749.3
-0.3068,-0.3068,0.90097,5.7097e+05,4.1427e+06,-2569.1
-0.55284,-0.55284,0.62349,5.7095e+05,4.1427e+06,-2596.9
-0.68938,-0.68938,0.22252,5.7094e+05,4.1427e+06,-2637
-0.68938,-0.68938,-0.22252,5.7094e+05,4.1427e+06,-2681.5
-0.55284,-0.55284,-0.62349,5.7095e+05,4.1427e+06,-2721.6
-0.3068,-0.3068,-0.90097,5.7097e+05,4.1427e+06,-2749.3
-7.9703e-17,-0.43388,0.90097,5.7101e+05,4.1427e+06,-2569.1
-1.4362e-16,-0.78183,0.62349,5.7101e+05,4.1427e+06,-2596.9
-1.7909e-16,-0.97493,0.22252,5.7101e+05,4.1427e+06,-2637
-1.7909e-16,-0.97493,-0.22252,5.7101e+05,4.1427e+06,-2681.5
-1.4362e-16,-0.78183,-0.62349,5.7101e+05,4.1427e+06,-2721.6
-7.9703e-17,-0.43388,-0.90097,5.7101e+05,4.1427e+06,-2749.3
0.3068,-0.3068,0.90097,5.7104e+05,4.1427e+06,-2569.1
0.55284,-0.55284,0.62349,5.7106e+05,4.1427e+06,-2596.9
0.68938,-0.68938,0.22252,5.7107e+05,4.1427e+06,-2637
0.68938,-0.68938,-0.22252,5.7107e+05,4.1427e+06,-2681.5
0.55284,-0.55284,-0.62349,5.7106e+05,4.1427e+06,-2721.6
0.3068,-0.3068,-0.90097,5.7104e+05,4.1427e+06,-2749.3
0,0,1,5.7064e+05,4.1424e+06,-2741.7
0,0,-1,5.7064e+05,4.1424e+06,-2941.7
0.43388,0,0.90097,5.7068e+05,4.1424e+06,-2751.6
0.78183,0,0.62349,5.7072e+05,4.1424e+06,-2779.4
0.97493,0,0.22252,5.7073e+05,4.1424e+06,-2819.5
0.97493,0,-0.22252,5.7073e+05,4.1424e+06,-2864
0.78183,0,-0.62349,5.7072e+05,4.1424e+06,-2904.1
0.43388,0,-0.90097,5.7068e+05,4.1424e+06,-2931.8
0.3068,0.3068,0.90097,5.7067e+05,4.1424e+06,-2751.6
0.55284,0.55284,0.62349,5.7069e+05,4.1425e+06,-2779.4
0.68938,0.68938,0.22252,5.7071e+05,4.1425e+06,-2819.5
0.68938,0.68938,-0.22252,5.7071e+05,4.1425e+06,-2864
0.55284,0.55284,-0.62349,5.7069e+05,4.1425e+06,-2904.1
0.3068,0.3068,-0.90097,5.7067e+05,4.1424e+06,-2931.8
2.6568e-17,0.43388,0.90097,5.7064e+05,4.1425e+06,-2751.6
4.7873e-17,0.78183,0.62349,5.7064e+05,4.1425e+06,-2779.4
5.9697e-17,0.97493,0.22252,5.7064e+05,4.1425e+06,-2819.5
5.9697e-17,0.97493,-0.22252,5.7064e+05,4.1425e+06,-2864
4.7873e-17,0.78183,-0.62349,5.7064e+05,4.1425e+06,-2904.1
2.6568e-17,0.43388,-0.90097,5.7064e+05,4.1425e+06,-2931.8
-0.3068,0.3068,0.90097,5.7061e+05,4.1424e+06,-2751.6
-0.55284,0.55284,0.62349,5.7058e+05,4.1425e+06,-2779.4
-0.68938,0.68938,0.22252,5.7057e+05,4.1425e+06,-2819.5
-0.68938,0.68938,-0.22252,5.7057e+05,4.1425e+06,-2864
-0.55284,0.55284,-0.62349,5.7058e+05,4.1425e+06,-2904.1
-0.3068,0.3068,-0.90097,5.7061e+05,4.1424e+06,-2931.8
-0.43388,5.3135e-17,0.90097,5.7059e+05,4.1424e+06,-2751.6
-0.78183,9.5747e-17,0.62349,5.7056e+05,4.1424e+06,-2779.4
-0.97493,1.1939e-16,0.22252,5.7054e+05,4.1424e+06,-2819.5
-0.97493,1.1939e-16,-0.22252,5.7054e+05,4.1424e+06,-2864
-0.78183,9.5747e-17,-0.62349,5.7056e+05,4.1424e+06,-2904.1
-0.43388,5.3135e-17,-0.90097,5.7059e+05,4.1424e+06,-2931.8
-0.3068,-0.3068,0.90097,5.7061e+05,4.1424e+06,-2751.6
-0.55284,-0.55284,0.62349,5.7058e+05,4.1424e+06,-2779.4
-0.68938,-0.68938,0.22252,5.7057e+05,4.1423e+06,-2819.5
-0.68938,-0.68938,-0.22252,5.7057e+05,4.1423e+06,-2864
-0.55284,-0.55284,-0.62349,5.7058e+05,4.1424e+06,-2904.1
-0.3068,-0.3068,-0.90097,5.7061e+05,4.1424e+06,-2931.8
-7.9703e-17,-0.43388,0.90097,5.7064e+05,4.1424e+06,-2751.6
-1.4362e-16,-0.78183,0.62349,5.7064e+05,4.1423e+06,-2779.4
-1.7909e-16,-0.97493,0.22252,5.7064e+05,4.1423e+06,-2819.5
-1.7909e-16,-0.97493,-0.22252,5.7064e+05,4.1423e+06,-2864
-1.4362e-16,-0.78183,-0.62349,5.7064e+05,4.1423e+06,-2904.1
-7.9703e-17,-0.43388,-0.90097,5.7064e+05,4.1424e+06,-2931.8
0.3068,-0.3068,0.90097,5.7067e+05,4.1424e+06,-2751.6
0.55284,-0.55284,0.62349,5.7069e+05,4.1424e+06,-2779.4
0.68938,-0.68938,0.22252,5.7071e+05,4.1423e+06,-2819.5
0.68938,-0.68938,-0.22252,5.7071e+05,4.1423e+06,-2864
0.55284,-0.55284,-0.62349,5.7069e+05,4.1424e+06,-2904.1
0.3068,-0.3068,-0.90097,5.7067e+05,4.1424e+06,-2931.8
0,0,1,5.7032e+05,4.1419e+06,-2902.7
0,0,-1,5.7032e+05,4.1419e+06,-3102.7
0.43388,0,0.90097,5.7037e+05,4.1419e+06,-2912.6
0.78183,0,0.62349,5.704e+05,4.1419e+06,-2940.3
0.97493,0,0.22252,5.7042e+05,4.1419e+06,-2980.4
0.97493,0,-0.22252,5.7042e+05,4.1419e+06,-3024.9
0.78183,0,-0.62349,5.704e+05,4.1419e+06,-3065
0.43388,0,-0.90097,5.7037e+05,4.1419e+06,-3092.8
0.3068,0.3068,0.90097,5.7035e+05,4.1419e+06,-2912.6
0.55284,0.55284,0.62349,5.7038e+05,4.1419e+06,-2940.3
0.68938,0.68938,0.22252,5.7039e+05,4.142e+06,-2980.4
0.68938,0.68938,-0.22252,5.7039e+05,4.142e+06,-3024.9
0.55284,0.55284,-0.62349,5.7038e+05,4.1419e+06,-3065
0.3068,0.3068,-0.90097,5.7035e+05,4.1419e+06,-3092.8
2.6568e-17,0.43388,0.90097,5.7032e+05,4.1419e+06,-2912.6
4.7873e-17,0.78183,0.62349,5.7032e+05,4.142e+06,-2940.3
5.9697e-17,0.97493,0.22252,5.7032e+05,4.142e+06,-2980.4
5.9697e-17,0.97493,-0.22252,5.7032e+05,4.142e+06,-3024.9
4.7873e-17,0.78183,-0.62349,5.7032e+05,4.142e+06,-3065
2.6568e-17,0.43388,-0.90097,5.7032e+05,4.1419e+06,-3092.8
-0.3068,0.3068,0.90097,5.7029e+05,4.1419e+06,-2912.6
-0.55284,0.55284,0.62349,5.7027e+05,4.1419e+06,-2940.3
-0.68938,0.68938,0.22252,5.7025e+05,4.142e+06,-2980.4
-0.68938,0.68938,-0.22252,5.7025e+05,4.142e+06,-3024.9
-0.55284,0.55284,-0.62349,5.7027e+05,4.1419e+06,-3065
-0.3068,0.3068,-0.90097,5.7029e+05,4.1419e+06,-3092.8
-0.43388,5.3135e-17,0.90097,5.7028e+05,4.1419e+06,-2912.6
-0.78183,9.5747e-17,0.62349,5.7024e+05,4.1419e+06,-2940.3
-0.97493,1.1939e-16,0.22252,5.7022e+05,4.1419e+06,-2980.4
-0.97493,1.1939e-16,-0.22252,5.7022e+05,4.1419e+06,-3024.9
-0.78183,9.5747e-17,-0.62349,5.7024e+05,4.1419e+06,-3065
-0.43388,5.3135e-17,-0.90097,5.7028e+05,4.1419e+06,-3092.8
-0.3068,-0.3068,0.90097,5.7029e+05,4.1419e+06,-2912.6
-0.55284,-0.55284,0.62349,5.7027e+05,4.1418e+06,-2940.3
-0.68938,-0.68938,0.22252,5.7025e+05,4.1418e+06,-2980.4
-0.68938,-0.68938,-0.22252,5.7025e+05,4.1418e+06,-3024.9
-0.55284,-0.55284,-0.62349,5.7027e+05,4.1418e+06,-3065
-0.3068,-0.3068,-0.90097,5.7029e+05,4.1419e+06,-3092.8
-7.9703e-17,-0.43388,0.90097,5.7032e+05,4.1418e+06,-2912.6
-1.4362e-16,-0.78183,0.62349,5.7032e+05,4.1418e+06,-2940.3
-1.7909e-16,-0.97493,0.22252,5.7032e+05,4.1418e+06,-2980.4
-1.7909e-16,-0.97493,-0.22252,5.7032e+05,4.1418e+06,-3024.9
-1.4362e-16,-0.78183,-0.62349,5.7032e+05,4.1418e+06,-3065
-7.9703e-17,-0.43388,-0.90097,5.7032e+05,4.1418e+06,-3092.8
0.3068,-0.3068,0.90097,5.7035e+05,4.1419e+06,-2912.6
0.55284,-0.55284,0.62349,5.7038e+05,4.1418e+06,-2940.3
0.68938,-0.68938,0.22252,5.7039e+05,4.1418e+06,-2980.4
0.68938,-0.68938,-0.22252,5.7039e+05,4.1418e+06,-3024.9
0.55284,-0.55284,-0.62349,5.7038e+05,4.1418e+06,-3065
0.3068,-0.3068,-0.90097,5.7035e+05,4.1419e+06,-3092.8
0,0,1,5.6993e+05,4.1414e+06,-3046.7
0,0,-1,5.6993e+05,4.1414e+06,-3246.7
0.43388,0,0.90097,5.6997e+05,4.1414e+06,-3056.6
0.78183,0,0.62349,5.7001e+05,4.1414e+06,-3084.3
0.97493,0,0.22252,5.7002e+05,4.1414e+06,-3124.4
0.97493,0,-0.22252,5.7002e+05,4.1414e+06,-3168.9
0.78183,0,-0.62349,5.7001e+05,4.1414e+06,-3209
0.43388,0,-0.90097,5.6997e+05,4.1414e+06,-3236.8
0.3068,0.3068,0.90097,5.6996e+05,4.1414e+06,-3056.6
0.55284,0.55284,0.62349,5.6998e+05,4.1414e+06,-3084.3
0.68938,0.68938,0.22252,5.7e+05,4.1414e+06,-3124.4
0.68938,0.68938,-0.22252,5.7e+05,4.1414e+06,-3168.9
0.55284,0.55284,-0.62349,5.6998e+05,4.1414e+06,-3209
0.3068,0.3068,-0.90097,5.6996e+05,4.1414e+06,-3236.8
2.6568e-17,0.43388,0.90097,5.6993e+05,4.1414e+06,-3056.6
4.7873e-17,0.78183,0.62349,5.6993e+05,4.1414e+06,-3084.3
5.9697e-17,0.97493,0.22252,5.6993e+05,4.1415e+06,-3124.4
5.9697e-17,0.97493,-0.22252,5.6993e+05,4.1415e+06,-3168.9
4.7873e-17,0.78183,-0.62349,5.6993e+05,4.1414e+06,-3209
2.6568e-17,0.43388,-0.90097,5.6993e+05,4.1414e+06,-3236.8
-0.3068,0.3068,0.90097,5.699e+05,4.1414e+06,-3056.6
-0.55284,0.55284,0.62349,5.6987e+05,4.1414e+06,-3084.3
-0.68938,0.68938,0.22252,5.6986e+05,4.1414e+06,-3124.4
-0.68938,0.68938,-0.22252,5.6986e+05,4.1414e+06,-3168.9
-0.55284,0.55284,-0.62349,5.6987e+05,4.1414e+06,-3209
-0.3068,0.3068,-0.90097,5.699e+05,4.1414e+06,-3236.8
-0.43388,5.3135e-17,0.90097,5.6988e+05,4.1414e+06,-3056.6
-0.78183,9.5747e-17,0.62349,5.6985e+05,4.1414e+06,-3084.3
-0.97493,1.1939e-16,0.22252,5.6983e+05,4.1414e+06,-3124.4
-0.97493,1.1939e-16,-0.22252,5.6983e+05,4.1414e+06,-3168.9
-0.78183,9.5747e-17,-0.62349,5.6985e+05,4.1414e+06,-3209
-0.43388,5.3135e-17,-0.90097,5.6988e+05,4.1414e+06,-3236.8
-0.3068,-0.3068,0.90097,5.699e+05,4.1413e+06,-3056.6
-0.55284,-0.55284,0.62349,5.6987e+05,4.1413e+06,-3084.3
-0.68938,-0.68938,0.22252,5.6986e+05,4.1413e+06,-3124.4
-0.68938,-0.68938,-0.22252,5.6986e+05,4.1413e+06,-3168.9
-0.55284,-0.55284,-0.62349,5.6987e+05,4.1413e+06,-3209
-0.3068,-0.3068,-0.90097,5.699e+05,4.1413e+06,-3236.8
-7.9703e-17,-0.43388,0.90097,5.6993e+05,4.1413e+06,-3056.6
-1.4362e-16,-0.78183,0.62349,5.6993e+05,4.1413e+06,-3084.3
-1.7909e-16,-0.97493,0.22252,5.6993e+05,4.1413e+06,-3124.4
-1.7909e-16,-0.97493,-0.22252,5.6993e+05,4.1413e+06,-3168.9
-1.4362e-16,-0.78183,-0.62349,5.6993e+05,4.1413e+06,-3209
-7.9703e-17,-0.43388,-0.90097,5.6993e+05,4.1413e+06,-3236.8
0.3068,-0.3068,0.90097,5.6996e+05,4.1413e+06,-3056.6
0.55284,-0.55284,0.62349,5.6998e+05,4.1413e+06,-3084.3
0.68938,-0.68938,0.22252,5.7e+05,4.1413e+06,-3124.4
0.68938,-0.68938,-0.22252,5.7e+05,4.1413e+06,-3168.9
0.55284,-0.55284,-0.62349,5.6998e+05,4.1413e+06,-3209
0.3068,-0.3068,-0.90097,5.6996e+05,4.1413e+06,-3236.8
0,0,1,5.6959e+05,4.1409e+06,-3176.9
0,0,-1,5.6959e+05,4.1409e+06,-3376.9
0.43388,0,0.90097,5.6963e+05,4.1409e+06,-3186.8
0.78183,0,0.62349,5.6966e+05,4.1409e+06,-3214.6
0.97493,0,0.22252,5.6968e+05,4.1409e+06,-3254.7
0.97493,0,-0.22252,5.6968e+05,4.1409e+06,-3299.2
0.78183,0,-0.62349,5.6966e+05,4.1409e+06,-3339.3
0.43388,0,-0.90097,5.6963e+05,4.1409e+06,-3367
0.3068,0.3068,0.90097,5.6962e+05,4.141e+06,-3186.8
0.55284,0.55284,0.62349,5.6964e+05,4.141e+06,-3214.6
0.68938,0.68938,0.22252,5.6965e+05,4.141e+06,-3254.7
0.68938,0.68938,-0.22252,5.6965e+05,4.141e+06,-3299.2
0.55284,0.55284,-0.62349,5.6964e+05,4.141e+06,-3339.3
0.3068,0.3068,-0.90097,5.6962e+05,4.141e+06,-3367
2.6568e-17,0.43388,0.90097,5.6959e+05,4.141e+06,-3186.8
4.7873e-17,0.78183,0.62349,5.6959e+05,4.141e+06,-3214.6
5.9697e-17,0.97493,0.22252,5.6959e+05,4.141e+06,-3254.7
5.9697e-17,0.97493,-0.22252,5.6959e+05,4.141e+06,-3299.2
4.7873e-17,0.78183,-0.62349,5.6959e+05,4.141e+06,-3339.3
2.6568e-17,0.43388,-0.90097,5.6959e+05,4.141e+06,-3367
-0.3068,0.3068,0.90097,5.6956e+05,4.141e+06,-3186.8
-0.55284,0.55284,0.62349,5.6953e+05,4.141e+06,-3214.6
-0.68938,0.68938,0.22252,5.6952e+05,4.141e+06,-3254.7
-0.68938,0.68938,-0.22252,5.6952e+05,4.141e+06,-3299.2
-0.55284,0.55284,-0.62349,5.6953e+05,4.141e+06,-3339.3
-0.3068,0.3068,-0.90097,5.6956e+05,4.141e+06,-3367
-0.43388,5.3135e-17,0.90097,5.6954e+05,4.1409e+06,-3186.8
-0.78183,9.5747e-17,0.62349,5.6951e+05,4.1409e+06,-3214.6
-0.97493,1.1939e-16,0.22252,5.6949e+05,4.1409e+06,-3254.7
-0.97493,1.1939e-16,-0.22252,5.6949e+05,4.1409e+06,-3299.2
-0.78183,9.5747e-17,-0.62349,5.6951e+05,4.1409e+06,-3339.3
-0.43388,5.3135e-17,-0.90097,5.6954e+05,4.1409e+06,-3367
-0.3068,-0.3068,0.90097,5.6956e+05,4.1409e+06,-3186.8
-0.55284,-0.55284,0.62349,5.6953e+05,4.1409e+06,-3214.6
-0.68938,-0.68938,0.22252,5.6952e+05,4.1409e+06,-3254.7
-0.68938,-0.68938,-0.22252,5.6952e+05,4.1409e+06,-3299.2
-0.55284,-0.55284,-0.62349,5.6953e+05,4.1409e+06,-3339.3
-0.3068,-0.3068,-0.90097,5.6956e+05,4.1409e+06,-3367
-7.9703e-17,-0.43388,0.90097,5.6959e+05,4.1409e+06,-3186.8
-1.4362e-16,-0.78183,0.62349,5.6959e+05,4.1409e+06,-3214.6
-1.7909e-16,-0.97493,0.22252,5.6959e+05,4.1408e+06,-3254.7
-1.7909e-16,-0.97493,-0.22252,5.6959e+05,4.1408e+06,-3299.2
-1.4362e-16,-0.78183,-0.62349,5.6959e+05,4.1409e+06,-3339.3
-7.9703e-17,-0.43388,-0.90097,5.6959e+05,4.1409e+06,-3367
0.3068,-0.3068,0.90097,5.6962e+05,4.1409e+06,-3186.8
0.55284,-0.55284,0.62349,5.6964e+05,4.1409e+06,-3214.6
0.68938,-0.68938,0.22252,5.6965e+05,4.1409e+06,-3254.7
0.68938,-0.68938,-0.22252,5.6965e+05,4.1409e+06,-3299.2
0.55284,-0.55284,-0.62349,5.6964e+05,4.1409e+06,-3339.3
0.3068,-0.3068,-0.90097,5.6962e+05,4.1409e+06,-3367
0,0,1,5.6917e+05,4.1404e+06,-3295.8
0,0,-1,5.6917e+05,4.1404e+06,-3495.8
0.43388,0,0.90097,5.6921e+05,4.1404e+06,-3305.7
0.78183,0,0.62349,5.6924e+05,4.1404e+06,-3333.5
0.97493,0,0.22252,5.6926e+05,4.1404e+06,-3373.6
0.97493,0,-0.22252,5.6926e+05,4.1404e+06,-3418.1
0.78183,0,-0.62349,5.6924e+05,4.1404e+06,-3458.2
0.43388,0,-0.90097,5.6921e+05,4.1404e+06,-3485.9
0.3068,0.3068,0.90097,5.692e+05,4.1404e+06,-3305.7
0.55284,0.55284,0.62349,5.6922e+05,4.1404e+06,-3333.5
0.68938,0.68938,0.22252,5.6923e+05,4.1405e+06,-3373.6
0.68938,0.68938,-0.22252,5.6923e+05,4.1405e+06,-3418.1
0.55284,0.55284,-0.62349,5.6922e+05,4.1404e+06,-3458.2
0.3068,0.3068,-0.90097,5.692e+05,4.1404e+06,-3485.9
2.6568e-17,0.43388,0.90097,5.6917e+05,4.1404e+06,-3305.7
4.7873e-17,0.78183,0.62349,5.6917e+05,4.1405e+06,-3333.5
5.9697e-17,0.97493,0.22252,5.6917e+05,4.1405e+06,-3373.6
5.9697e-17,0.97493,-0.22252,5.6917e+05,4.1405e+06,-3418.1
4.7873e-17,0.78183,-0.62349,5.6917e+05,4.1405e+06,-3458.2
2.6568e-17,0.43388,-0.90097,5.6917e+05,4.1404e+06,-3485.9
-0.3068,0.3068,0.90097,5.6913e+05,4.1404e+06,-3305.7
-0.55284,0.55284,0.62349,5.6911e+05,4.1404e+06,-3333.5
-0.68938,0.68938,0.22252,5.691e+05,4.1405e+06,-3373.6
-0.68938,0.68938,-0.22252,5.691e+05,4.1405e+06,-3418.1
-0.55284,0.55284,-0.62349,5.6911e+05,4.1404e+06,-3458.2
-0.3068,0.3068,-0.90097,5.6913e+05,4.1404e+06,-3485.9
-0.43388,5.3135e-17,0.90097,5.6912e+05,4.1404e+06,-3305.7
-0.78183,9.5747e-17,0.62349,5.6909e+05,4.1404e+06,-3333.5
-0.97493,1.1939e-16,0.22252,5.6907e+05,4.1404e+06,-3373.6
-0.97493,1.1939e-16,-0.22252,5.6907e+05,4.1404e+06,-3418.1
-0.78183,9.5747e-17,-0.62349,5.6909e+05,4.1404e+06,-3458.2
-0.43388,5.3135e-17,-0.90097,5.6912e+05,4.1404e+06,-3485.9
-0.3068,-0.3068,0.90097,5.6913e+05,4.1404e+06,-3305.7
-0.55284,-0.55284,0.62349,5.6911e+05,4.1403e+06,-3333.5
-0.68938,-0.68938,0.22252,5.691e+05,4.1403e+06,-3373.6
-0.68938,-0.68938,-0.22252,5.691e+05,4.1403e+06,-3418.1
-0.55284,-0.55284,-0.62349,5.6911e+05,4.1403e+06,-3458.2
-0.3068,-0.3068,-0.90097,5.6913e+05,4.1404e+06,-3485.9
-7.9703e-17,-0.43388,0.90097,5.6917e+05,4.1403e+06,-3305.7
-1.4362e-16,-0.78183,0.62349,5.6917e+05,4.1403e+06,-3333.5
-1.7909e-16,-0.97493,0.22252,5.6917e+05,4.1403e+06,-3373.6
