"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.78183,0,-0.62349,5.7463e+05,4.1398e+06,-2759.3
0.43388,0,-0.90097,5.746e+05,4.1398e+06,-2787
0.3068,0.3068,0.90097,5.7458e+05,4.1398e+06,-2606.8
0.55284,0.55284,0.62349,5.7461e+05,4.1399e+06,-2634.6
0.68938,0.68938,0.22252,5.7462e+05,4.1399e+06,-2674.7
0.68938,0.68938,-0.22252,5.7462e+05,4.1399e+06,-2719.2
0.55284,0.55284,-0.62349,5.7461e+05,4.1399e+06,-2759.3
0.3068,0.3068,-0.90097,5.7458e+05,4.1398e+06,-2787
2.6568e-17,0.43388,0.90097,5.7455e+05,4.1399e+06,-2606.8
4.7873e-17,0.78183,0.62349,5.7455e+05,4.1399e+06,-2634.6
5.9697e-17,0.97493,0.22252,5.7455e+05,4.1399e+06,-2674.7
5.9697e-17,0.97493,-0.22252,5.7455e+05,4.1399e+06,-2719.2
4.7873e-17,0.78183,-0.62349,5.7455e+05,4.1399e+06,-2759.3
2.6568e-17,0.43388,-0.90097,5.7455e+05,4.1399e+06,-2787
-0.3068,0.3068,0.90097,5.7452e+05,4.1398e+06,-2606.8
-0.55284,0.55284,0.62349,5.745e+05,4.1399e+06,-2634.6
-0.68938,0.68938,0.22252,5.7449e+05,4.1399e+06,-2674.7
-0.68938,0.68938,-0.22252,5.7449e+05,4.1399e+06,-2719.2
-0.55284,0.55284,-0.62349,5.745e+05,4.1399e+06,-2759.3
-0.3068,0.3068,-0.90097,5.7452e+05,4.1398e+06,-2787
-0.43388,5.3135e-17,0.90097,5.7451e+05,4.1398e+06,-2606.8
-0.78183,9.5747e-17,0.62349,5.7448e+05,4.1398e+06,-2634.6
-0.97493,1.1939e-16,0.22252,5.7446e+05,4.1398e+06,-2674.7
-0.97493,1.1939e-16,-0.22252,5.7446e+05,4.1398e+06,-2719.2
-0.78183,9.5747e-17,-0.62349,5.7448e+05,4.1398e+06,-2759.3
-0.43388,5.3135e-17,-0.90097,5.7451e+05,4.1398e+06,-2787
-0.3068,-0.3068,0.90097,5.7452e+05,4.1398e+06,-2606.8
-0.55284,-0.55284,0.62349,5.745e+05,4.1398e+06,-2634.6
-0.68938,-0.68938,0.22252,5.7449e+05,4.1397e+06,-2674.7
-0.68938,-0.68938,-0.22252,5.7449e+05,4.1397e+06,-2719.2
-0.55284,-0.55284,-0.62349,5.745e+05,4.1398e+06,-2759.3
-0.3068,-0.3068,-0.90097,5.7452e+05,4.1398e+06,-2787
-7.9703e-17,-0.43388,0.90097,5.7455e+05,4.1398e+06,-2606.8
-1.4362e-16,-0.78183,0.62349,5.7455e+05,4.1397e+06,-2634.6
-1.7909e-16,-0.97493,0.22252,5.7455e+05,4.1397e+06,-2674.7
-1.7909e-16,-0.97493,-0.22252,5.7455e+05,4.1397e+06,-2719.2
-1.4362e-16,-0.78183,-0.62349,5.7455e+05,4.1397e+06,-2759.3
-7.9703e-17,-0.43388,-0.90097,5.7455e+05,4.1398e+06,-2787
0.3068,-0.3068,0.90097,5.7458e+05,4.1398e+06,-2606.8
0.55284,-0.55284,0.62349,5.7461e+05,4.1398e+06,-2634.6
0.68938,-0.68938,0.22252,5.7462e+05,4.1397e+06,-2674.7
0.68938,-0.68938,-0.22252,5.7462e+05,4.1397e+06,-2719.2
0.55284,-0.55284,-0.62349,5.7461e+05,4.1398e+06,-2759.3
0.3068,-0.3068,-0.90097,5.7458e+05,4.1398e+06,-2787
0,0,1,5.7405e+05,4.1394e+06,-2782
0,0,-1,5.7405e+05,4.1394e+06,-2982
0.43388,0,0.90097,5.741e+05,4.1394e+06,-2791.9
0.78183,0,0.62349,5.7413e+05,4.1394e+06,-2819.7
0.97493,0,0.22252,5.7415e+05,4.1394e+06,-2859.7
0.97493,0,-0.22252,5.7415e+05,4.1394e+06,-2904.3
0.78183,0,-0.62349,5.7413e+05,4.1394e+06,-2944.3
0.43388,0,-0.90097,5.741e+05,4.1394e+06,-2972.1
0.3068,0.3068,0.90097,5.7409e+05,4.1394e+06,-2791.9
0.55284,0.55284,0.62349,5.7411e+05,4.1394e+06,-2819.7
0.68938,0.68938,0.22252,5.7412e+05,4.1395e+06,-2859.7
0.68938,0.68938,-0.22252,5.7412e+05,4.1395e+06,-2904.3
0.55284,0.55284,-0.62349,5.7411e+05,4.1394e+06,-2944.3
0.3068,0.3068,-0.90097,5.7409e+05,4.1394e+06,-2972.1
2.6568e-17,0.43388,0.90097,5.7405e+05,4.1394e+06,-2791.9
4.7873e-17,0.78183,0.62349,5.7405e+05,4.1395e+06,-2819.7
5.9697e-17,0.97493,0.22252,5.7405e+05,4.1395e+06,-2859.7
5.9697e-17,0.97493,-0.22252,5.7405e+05,4.1395e+06,-2904.3
4.7873e-17,0.78183,-0.62349,5.7405e+05,4.1395e+06,-2944.3
2.6568e-17,0.43388,-0.90097,5.7405e+05,4.1394e+06,-2972.1
-0.3068,0.3068,0.90097,5.7402e+05,4.1394e+06,-2791.9
-0.55284,0.55284,0.62349,5.74e+05,4.1394e+06,-2819.7
-0.68938,0.68938,0.22252,5.7399e+05,4.1395e+06,-2859.7
-0.68938,0.68938,-0.22252,5.7399e+05,4.1395e+06,-2904.3
-0.55284,0.55284,-0.62349,5.74e+05,4.1394e+06,-2944.3
-0.3068,0.3068,-0.90097,5.7402e+05,4.1394e+06,-2972.1
-0.43388,5.3135e-17,0.90097,5.7401e+05,4.1394e+06,-2791.9
-0.78183,9.5747e-17,0.62349,5.7398e+05,4.1394e+06,-2819.7
-0.97493,1.1939e-16,0.22252,5.7396e+05,4.1394e+06,-2859.7
-0.97493,1.1939e-16,-0.22252,5.7396e+05,4.1394e+06,-2904.3
-0.78183,9.5747e-17,-0.62349,5.7398e+05,4.1394e+06,-2944.3
-0.43388,5.3135e-17,-0.90097,5.7401e+05,4.1394e+06,-2972.1
-0.3068,-0.3068,0.90097,5.7402e+05,4.1394e+06,-2791.9
-0.55284,-0.55284,0.62349,5.74e+05,4.1393e+06,-2819.7
-0.68938,-0.68938,0.22252,5.7399e+05,4.1393e+06,-2859.7
-0.68938,-0.68938,-0.22252,5.7399e+05,4.1393e+06,-2904.3
-0.55284,-0.55284,-0.62349,5.74e+05,4.1393e+06,-2944.3
-0.3068,-0.3068,-0.90097,5.7402e+05,4.1394e+06,-2972.1
-7.9703e-17,-0.43388,0.90097,5.7405e+05,4.1393e+06,-2791.9
-1.4362e-16,-0.78183,0.62349,5.7405e+05,4.1393e+06,-2819.7
-1.7909e-16,-0.97493,0.22252,5.7405e+05,4.1393e+06,-2859.7
-1.7909e-16,-0.97493,-0.22252,5.7405e+05,4.1393e+06,-2904.3
-1.4362e-16,-0.78183,-0.62349,5.7405e+05,4.1393e+06,-2944.3
-7.9703e-17,-0.43388,-0.90097,5.7405e+05,4.1393e+06,-2972.1
0.3068,-0.3068,0.90097,5.7409e+05,4.1394e+06,-2791.9
0.55284,-0.55284,0.62349,5.7411e+05,4.1393e+06,-2819.7
0.68938,-0.68938,0.22252,5.7412e+05,4.1393e+06,-2859.7
0.68938,-0.68938,-0.22252,5.7412e+05,4.1393e+06,-2904.3
0.55284,-0.55284,-0.62349,5.7411e+05,4.1393e+06,-2944.3
0.3068,-0.3068,-0.90097,5.7409e+05,4.1394e+06,-2972.1
0,0,1,5.7356e+05,4.1389e+06,-2945.2
0,0,-1,5.7356e+05,4.1389e+06,-3145.2
0.43388,0,0.90097,5.736e+05,4.1389e+06,-2955.1
0.78183,0,0.62349,5.7363e+05,4.1389e+06,-2982.9
0.97493,0,0.22252,5.7365e+05,4.1389e+06,-3023
0.97493,0,-0.22252,5.7365e+05,4.1389e+06,-3067.5
0.78183,0,-0.62349,5.7363e+05,4.1389e+06,-3107.6
0.43388,0,-0.90097,5.736e+05,4.1389e+06,-3135.3
0.3068,0.3068,0.90097,5.7359e+05,4.139e+06,-2955.1
0.55284,0.55284,0.62349,5.7361e+05,4.139e+06,-2982.9
0.68938,0.68938,0.22252,5.7362e+05,4.139e+06,-3023
0.68938,0.68938,-0.22252,5.7362e+05,4.139e+06,-3067.5
0.55284,0.55284,-0.62349,5.7361e+05,4.139e+06,-3107.6
0.3068,0.3068,-0.90097,5.7359e+05,4.139e+06,-3135.3
2.6568e-17,0.43388,0.90097,5.7356e+05,4.139e+06,-2955.1
4.7873e-17,0.78183,0.62349,5.7356e+05,4.139e+06,-2982.9
5.9697e-17,0.97493,0.22252,5.7356e+05,4.139e+06,-3023
5.9697e-17,0.97493,-0.22252,5.7356e+05,4.139e+06,-3067.5
4.7873e-17,0.78183,-0.62349,5.7356e+05,4.139e+06,-3107.6
2.6568e-17,0.43388,-0.90097,5.7356e+05,4.139e+06,-3135.3
-0.3068,0.3068,0.90097,5.7352e+05,4.139e+06,-2955.1
-0.55284,0.55284,0.62349,5.735e+05,4.139e+06,-2982.9
-0.68938,0.68938,0.22252,5.7349e+05,4.139e+06,-3023
-0.68938,0.68938,-0.22252,5.7349e+05,4.139e+06,-3067.5
-0.55284,0.55284,-0.62349,5.735e+05,4.139e+06,-3107.6
-0.3068,0.3068,-0.90097,5.7352e+05,4.139e+06,-3135.3
-0.43388,5.3135e-17,0.90097,5.7351e+05,4.1389e+06,-2955.1
-0.78183,9.5747e-17,0.62349,5.7348e+05,4.1389e+06,-2982.9
-0.97493,1.1939e-16,0.22252,5.7346e+05,4.1389e+06,-3023
-0.97493,1.1939e-16,-0.22252,5.7346e+05,4.1389e+06,-3067.5
-0.78183,9.5747e-17,-0.62349,5.7348e+05,4.1389e+06,-3107.6
-0.43388,5.3135e-17,-0.90097,5.7351e+05,4.1389e+06,-3135.3
-0.3068,-0.3068,0.90097,5.7352e+05,4.1389e+06,-2955.1
-0.55284,-0.55284,0.62349,5.735e+05,4.1389e+06,-2982.9
-0.68938,-0.68938,0.22252,5.7349e+05,4.1389e+06,-3023
-0.68938,-0.68938,-0.22252,5.7349e+05,4.1389e+06,-3067.5
-0.55284,-0.55284,-0.62349,5.735e+05,4.1389e+06,-3107.6
-0.3068,-0.3068,-0.90097,5.7352e+05,4.1389e+06,-3135.3
-7.9703e-17,-0.43388,0.90097,5.7356e+05,4.1389e+06,-2955.1
-1.4362e-16,-0.78183,0.62349,5.7356e+05,4.1389e+06,-2982.9
-1.7909e-16,-0.97493,0.22252,5.7356e+05,4.1388e+06,-3023
-1.7909e-16,-0.97493,-0.22252,5.7356e+05,4.1388e+06,-3067.5
-1.4362e-16,-0.78183,-0.62349,5.7356e+05,4.1389e+06,-3107.6
-7.9703e-17,-0.43388,-0.90097,5.7356e+05,4.1389e+06,-3135.3
0.3068,-0.3068,0.90097,5.7359e+05,4.1389e+06,-2955.1
0.55284,-0.55284,0.62349,5.7361e+05,4.1389e+06,-2982.9
0.68938,-0.68938,0.22252,5.7362e+05,4.1389e+06,-3023
0.68938,-0.68938,-0.22252,5.7362e+05,4.1389e+06,-3067.5
0.55284,-0.55284,-0.62349,5.7361e+05,4.1389e+06,-3107.6
0.3068,-0.3068,-0.90097,5.7359e+05,4.1389e+06,-3135.3
0,0,1,5.7295e+05,4.1383e+06,-3091.3
0,0,-1,5.7295e+05,4.1383e+06,-3291.3
0.43388,0,0.90097,5.7299e+05,4.1383e+06,-3101.2
0.78183,0,0.62349,5.7303e+05,4.1383e+06,-3128.9
0.97493,0,0.22252,5.7305e+05,4.1383e+06,-3169
0.97493,0,-0.22252,5.7305e+05,4.1383e+06,-3213.5
0.78183,0,-0.62349,5.7303e+05,4.1383e+06,-3253.6
0.43388,0,-0.90097,5.7299e+05,4.1383e+06,-3281.4
0.3068,0.3068,0.90097,5.7298e+05,4.1384e+06,-3101.2
0.55284,0.55284,0.62349,5.7301e+05,4.1384e+06,-3128.9
0.68938,0.68938,0.22252,5.7302e+05,4.1384e+06,-3169
0.68938,0.68938,-0.22252,5.7302e+05,4.1384e+06,-3213.5
0.55284,0.55284,-0.62349,5.7301e+05,4.1384e+06,-3253.6
0.3068,0.3068,-0.90097,5.7298e+05,4.1384e+06,-3281.4
2.6568e-17,0.43388,0.90097,5.7295e+05,4.1384e+06,-3101.2
4.7873e-17,0.78183,0.62349,5.7295e+05,4.1384e+06,-3128.9
5.9697e-17,0.97493,0.22252,5.7295e+05,4.1384e+06,-3169
5.9697e-17,0.97493,-0.22252,5.7295e+05,4.1384e+06,-3213.5
4.7873e-17,0.78183,-0.62349,5.7295e+05,4.1384e+06,-3253.6
2.6568e-17,0.43388,-0.90097,5.7295e+05,4.1384e+06,-3281.4
-0.3068,0.3068,0.90097,5.7292e+05,4.1384e+06,-3101.2
-0.55284,0.55284,0.62349,5.729e+05,4.1384e+06,-3128.9
-0.68938,0.68938,0.22252,5.7288e+05,4.1384e+06,-3169
-0.68938,0.68938,-0.22252,5.7288e+05,4.1384e+06,-3213.5
-0.55284,0.55284,-0.62349,5.729e+05,4.1384e+06,-3253.6
-0.3068,0.3068,-0.90097,5.7292e+05,4.1384e+06,-3281.4
-0.43388,5.3135e-17,0.90097,5.7291e+05,4.1383e+06,-3101.2
-0.78183,9.5747e-17,0.62349,5.7287e+05,4.1383e+06,-3128.9
-0.97493,1.1939e-16,0.22252,5.7285e+05,4.1383e+06,-3169
-0.97493,1.1939e-16,-0.22252,5.7285e+05,4.1383e+06,-3213.5
-0.78183,9.5747e-17,-0.62349,5.7287e+05,4.1383e+06,-3253.6
-0.43388,5.3135e-17,-0.90097,5.7291e+05,4.1383e+06,-3281.4
-0.3068,-0.3068,0.90097,5.7292e+05,4.1383e+06,-3101.2
-0.55284,-0.55284,0.62349,5.729e+05,4.1383e+06,-3128.9
-0.68938,-0.68938,0.22252,5.7288e+05,4.1383e+06,-3169
-0.68938,-0.68938,-0.22252,5.7288e+05,4.1383e+06,-3213.5
-0.55284,-0.55284,-0.62349,5.729e+05,4.1383e+06,-3253.6
-0.3068,-0.3068,-0.90097,5.7292e+05,4.1383e+06,-3281.4
-7.9703e-17,-0.43388,0.90097,5.7295e+05,4.1383e+06,-3101.2
-1.4362e-16,-0.78183,0.62349,5.7295e+05,4.1383e+06,-3128.9
-1.7909e-16,-0.97493,0.22252,5.7295e+05,4.1382e+06,-3169
-1.7909e-16,-0.97493,-0.22252,5.7295e+05,4.1382e+06,-3213.5
-1.4362e-16,-0.78183,-0.62349,5.7295e+05,4.1383e+06,-3253.6
-7.9703e-17,-0.43388,-0.90097,5.7295e+05,4.1383e+06,-3281.4
0.3068,-0.3068,0.90097,5.7298e+05,4.1383e+06,-3101.2
0.55284,-0.55284,0.62349,5.7301e+05,4.1383e+06,-3128.9
0.68938,-0.68938,0.22252,5.7302e+05,4.1383e+06,-3169
0.68938,-0.68938,-0.22252,5.7302e+05,4.1383e+06,-3213.5
0.55284,-0.55284,-0.62349,5.7301e+05,4.1383e+06,-3253.6
0.3068,-0.3068,-0.90097,5.7298e+05,4.1383e+06,-3281.4
0,0,1,5.725e+05,4.1378e+06,-3223.4
0,0,-1,5.725e+05,4.1378e+06,-3423.4
0.43388,0,0.90097,5.7255e+05,4.1378e+06,-3233.3
0.78183,0,0.62349,5.7258e+05,4.1378e+06,-3261
0.97493,0,0.22252,5.726e+05,4.1378e+06,-3301.1
0.97493,0,-0.22252,5.726e+05,4.1378e+06,-3345.6
0.78183,0,-0.62349,5.7258e+05,4.1378e+06,-3385.7
0.43388,0,-0.90097,5.7255e+05,4.1378e+06,-3413.5
0.3068,0.3068,0.90097,5.7253e+05,4.1378e+06,-3233.3
0.55284,0.55284,0.62349,5.7256e+05,4.1378e+06,-3261
0.68938,0.68938,0.22252,5.7257e+05,4.1379e+06,-3301.1
0.68938,0.68938,-0.22252,5.7257e+05,4.1379e+06,-3345.6
0.55284,0.55284,-0.62349,5.7256e+05,4.1378e+06,-3385.7
0.3068,0.3068,-0.90097,5.7253e+05,4.1378e+06,-3413.5
2.6568e-17,0.43388,0.90097,5.725e+05,4.1378e+06,-3233.3
4.7873e-17,0.78183,0.62349,5.725e+05,4.1379e+06,-3261
5.9697e-17,0.97493,0.22252,5.725e+05,4.1379e+06,-3301.1
5.9697e-17,0.97493,-0.22252,5.725e+05,4.1379e+06,-3345.6
4.7873e-17,0.78183,-0.62349,5.725e+05,4.1379e+06,-3385.7
2.6568e-17,0.43388,-0.90097,5.725e+05,4.1378e+06,-3413.5
-0.3068,0.3068,0.90097,5.7247e+05,4.1378e+06,-3233.3
-0.55284,0.55284,0.62349,5.7245e+05,4.1378e+06,-3261
-0.68938,0.68938,0.22252,5.7243e+05,4.1379e+06,-3301.1
-0.68938,0.68938,-0.22252,5.7243e+05,4.1379e+06,-3345.6
-0.55284,0.55284,-0.62349,5.7245e+05,4.1378e+06,-3385.7
-0.3068,0.3068,-0.90097,5.7247e+05,4.1378e+06,-3413.5
-0.43388,5.3135e-17,0.90097,5.7246e+05,4.1378e+06,-3233.3
-0.78183,9.5747e-17,0.62349,5.7243e+05,4.1378e+06,-3261
-0.97493,1.1939e-16,0.22252,5.7241e+05,4.1378e+06,-3301.1
-0.97493,1.1939e-16,-0.22252,5.7241e+05,4.1378e+06,-3345.6
-0.78183,9.5747e-17,-0.62349,5.7243e+05,4.1378e+06,-3385.7
-0.43388,5.3135e-17,-0.90097,5.7246e+05,4.1378e+06,-3413.5
-0.3068,-0.3068,0.90097,5.7247e+05,4.1378e+06,-3233.3
-0.55284,-0.55284,0.62349,5.7245e+05,4.1377e+06,-3261
-0.68938,-0.68938,0.22252,5.7243e+05,4.1377e+06,-3301.1
-0.68938,-0.68938,-0.22252,5.7243e+05,4.1377e+06,-3345.6
-0.55284,-0.55284,-0.62349,5.7245e+05,4.1377e+06,-3385.7
-0.3068,-0.3068,-0.90097,5.7247e+05,4.1378e+06,-3413.5
-7.9703e-17,-0.43388,0.90097,5.725e+05,4.1377e+06,-3233.3
-1.4362e-16,-0.78183,0.62349,5.725e+05,4.1377e+06,-3261
-1.7909e-16,-0.97493,0.22252,5.725e+05,4.1377e+06,-3301.1
-1.7909e-16,-0.97493,-0.22252,5.725e+05,4.1377e+06,-3345.6
-1.4362e-16,-0.78183,-0.62349,5.725e+05,4.1377e+06,-3385.7
-7.9703e-17,-0.43388,-0.90097,5.725e+05,4.1377e+06,-3413.5
0.3068,-0.3068,0.90097,5.7253e+05,4.1378e+06,-3233.3
0.55284,-0.55284,0.62349,5.7256e+05,4.1377e+06,-3261
0.68938,-0.68938,0.22252,5.7257e+05,4.1377e+06,-3301.1
0.68938,-0.68938,-0.22252,5.7257e+05,4.1377e+06,-3345.6
0.55284,-0.55284,-0.62349,5.7256e+05,4.1377e+06,-3385.7
0.3068,-0.3068,-0.90097,5.7253e+05,4.1378e+06,-3413.5
0,0,1,5.7208e+05,4.1373e+06,-3343.9
0,0,-1,5.7208e+05,4.1373e+06,-3543.9
0.43388,0,0.90097,5.7213e+05,4.1373e+06,-3353.9
0.78183,0,0.62349,5.7216e+05,4.1373e+06,-3381.6
0.97493,0,0.22252,5.7218e+05,4.1373e+06,-3421.7
0.97493,0,-0.22252,5.7218e+05,4.1373e+06,-3466.2
0.78183,0,-0.62349,5.7216e+05,4.1373e+06,-3506.3
0.43388,0,-0.90097,5.7213e+05,4.1373e+06,-3534
0.3068,0.3068,0.90097,5.7211e+05,4.1373e+06,-3353.9
0.55284,0.55284,0.62349,5.7214e+05,4.1373e+06,-3381.6
0.68938,0.68938,0.22252,5.7215e+05,4.1374e+06,-3421.7
0.68938,0.68938,-0.22252,5.7215e+05,4.1374e+06,-3466.2
0.55284,0.55284,-0.62349,5.7214e+05,4.1373e+06,-3506.3
0.3068,0.3068,-0.90097,5.7211e+05,4.1373e+06,-3534
2.6568e-17,0.43388,0.90097,5.7208e+05,4.1373e+06,-3353.9
4.7873e-17,0.78183,0.62349,5.7208e+05,4.1374e+06,-3381.6
5.9697e-17,0.97493,0.22252,5.7208e+05,4.1374e+06,-3421.7
5.9697e-17,0.97493,-0.22252,5.7208e+05,4.1374e+06,-3466.2
4.7873e-17,0.78183,-0.62349,5.7208e+05,4.1374e+06,-3506.3
2.6568e-17,0.43388,-0.90097,5.7208e+05,4.1373e+06,-3534
-0.3068,0.3068,0.90097,5.7205e+05,4.1373e+06,-3353.9
-0.55284,0.55284,0.62349,5.7203e+05,4.1373e+06,-3381.6
-0.68938,0.68938,0.22252,5.7201e+05,4.1374e+06,-3421.7
-0.68938,0.68938,-0.22252,5.7201e+05,4.1374e+06,-3466.2
-0.55284,0.55284,-0.62349,5.7203e+05,4.1373e+06,-3506.3
-0.3068,0.3068,-0.90097,5.7205e+05,4.1373e+06,-3534
-0.43388,5.3135e-17,0.90097,5.7204e+05,4.1373e+06,-3353.9
-0.78183,9.5747e-17,0.62349,5.72e+05,4.1373e+06,-3381.6
-0.97493,1.1939e-16,0.22252,5.7199e+05,4.1373e+06,-3421.7
-0.97493,1.1939e-16,-0.22252,5.7199e+05,4.1373e+06,-3466.2
-0.78183,9.5747e-17,-0.62349,5.72e+05,4.1373e+06,-3506.3
-0.43388,5.3135e-17,-0.90097,5.7204e+05,4.1373e+06,-3534
-0.3068,-0.3068,0.90097,5.7205e+05,4.1373e+06,-3353.9
-0.55284,-0.55284,0.62349,5.7203e+05,4.1372e+06,-3381.6
-0.68938,-0.68938,0.22252,5.7201e+05,4.1372e+06,-3421.7
-0.68938,-0.68938,-0.22252,5.7201e+05,4.1372e+06,-3466.2
-0.55284,-0.55284,-0.62349,5.7203e+05,4.1372e+06,-3506.3
-0.3068,-0.3068,-0.90097,5.7205e+05,4.1373e+06,-3534
-7.9703e-17,-0.43388,0.90097,5.7208e+05,4.1372e+06,-3353.9
-1.4362e-16,-0.78183,0.62349,5.7208e+05,4.1372e+06,-3381.6
-1.7909e-16,-0.97493,0.22252,5.7208e+05,4.1372e+06,-3421.7
-1.7909e-16,-0.97493,-0.22252,5.7208e+05,4.1372e+06,-3466.2
-1.4362e-16,-0.78183,-0.62349,5.7208e+05,4.1372e+06,-3506.3
-7.9703e-17,-0.43388,-0.90097,5.7208e+05,4.1372e+06,-3534
0.3068,-0.3068,0.90097,5.7211e+05,4.1373e+06,-3353.9
0.55284,-0.55284,0.62349,5.7214e+05,4.1372e+06,-3381.6
0.68938,-0.68938,0.22252,5.7215e+05,4.1372e+06,-3421.7
0.68938,-0.68938,-0.22252,5.7215e+05,4.1372e+06,-3466.2
0.55284,-0.55284,-0.62349,5.7214e+05,4.1372e+06,-3506.3
0.3068,-0.3068,-0.90097,5.7211e+05,4.1373e+06,-3534
0,0,1,5.7179e+05,4.137e+06,-3454.9
0,0,-1,5.7179e+05,4.137e+06,-3654.9
0.43388,0,0.90097,5.7184e+05,4.137e+06,-3464.8
0.78183,0,0.62349,5.7187e+05,4.137e+06,-3492.5
0.97493,0,0.22252,5.7189e+05,4.137e+06,-3532.6
0.97493,0,-0.22252,5.7189e+05,4.137e+06,-3577.1
0.78183,0,-0.62349,5.7187e+05,4.137e+06,-3617.2
0.43388,0,-0.90097,5.7184e+05,4.137e+06,-3645
0.3068,0.3068,0.90097,5.7182e+05,4.137e+06,-3464.8
0.55284,0.55284,0.62349,5.7185e+05,4.137e+06,-3492.5
0.68938,0.68938,0.22252,5.7186e+05,4.137e+06,-3532.6
0.68938,0.68938,-0.22252,5.7186e+05,4.137e+06,-3577.1
0.55284,0.55284,-0.62349,5.7185e+05,4.137e+06,-3617.2
0.3068,0.3068,-0.90097,5.7182e+05,4.137e+06,-3645
2.6568e-17,0.43388,0.90097,5.7179e+05,4.137e+06,-3464.8
4.7873e-17,0.78183,0.62349,5.7179e+05,4.137e+06,-3492.5
5.9697e-17,0.97493,0.22252,5.7179e+05,4.1371e+06,-3532.6
5.9697e-17,0.97493,-0.22252,5.7179e+05,4.1371e+06,-3577.1
4.7873e-17,0.78183,-0.62349,5.7179e+05,4.137e+06,-3617.2
2.6568e-17,0.43388,-0.90097,5.7179e+05,4.137e+06,-3645
-0.3068,0.3068,0.90097,5.7176e+05,4.137e+06,-3464.8
-0.55284,0.55284,0.62349,5.7174e+05,4.137e+06,-3492.5
-0.68938,0.68938,0.22252,5.7172e+05,4.137e+06,-3532.6
-0.68938,0.68938,-0.22252,5.7172e+05,4.137e+06,-3577.1
-0.55284,0.55284,-0.62349,5.7174e+05,4.137e+06,-3617.2
-0.3068,0.3068,-0.90097,5.7176e+05,4.137e+06,-3645
-0.43388,5.3135e-17,0.90097,5.7175e+05,4.137e+06,-3464.8
-0.78183,9.5747e-17,0.62349,5.7172e+05,4.137e+06,-3492.5
-0.97493,1.1939e-16,0.22252,5.717e+05,4.137e+06,-3532.6
-0.97493,1.1939e-16,-0.22252,5.717e+05,4.137e+06,-3577.1
-0.78183,9.5747e-17,-0.62349,5.7172e+05,4.137e+06,-3617.2
-0.43388,5.3135e-17,-0.90097,5.7175e+05,4.137e+06,-3645
-0.3068,-0.3068,0.90097,5.7176e+05,4.1369e+06,-3464.8
-0.55284,-0.55284,0.62349,5.7174e+05,4.1369e+06,-3492.5
-0.68938,-0.68938,0.22252,5.7172e+05,4.1369e+06,-3532.6
-0.68938,-0.68938,-0.22252,5.7172e+05,4.1369e+06,-3577.1
-0.55284,-0.55284,-0.62349,5.7174e+05,4.1369e+06,-3617.2
-0.3068,-0.3068,-0.90097,5.7176e+05,4.1369e+06,-3645
-7.9703e-17,-0.43388,0.90097,5.7179e+05,4.1369e+06,-3464.8
-1.4362e-16,-0.78183,0.62349,5.7179e+05,4.1369e+06,-3492.5
-1.7909e-16,-0.97493,0.22252,5.7179e+05,4.1369e+06,-3532.6
-1.7909e-16,-0.97493,-0.22252,5.7179e+05,4.1369e+06,-3577.1
-1.4362e-16,-0.78183,-0.62349,5.7179e+05,4.1369e+06,-3617.2
-7.9703e-17,-0.43388,-0.90097,5.7179e+05,4.1369e+06,-3645
0.3068,-0.3068,0.90097,5.7182e+05,4.1369e+06,-3464.8
0.55284,-0.55284,0.62349,5.7185e+05,4.1369e+06,-3492.5
0.68938,-0.68938,0.22252,5.7186e+05,4.1369e+06,-3532.6
0.68938,-0.68938,-0.22252,5.7186e+05,4.1369e+06,-3577.1
0.55284,-0.55284,-0.62349,5.7185e+05,4.1369e+06,-3617.2
0.3068,-0.3068,-0.90097,5.7182e+05,4.1369e+06,-3645
0,0,1,5.7132e+05,4.1364e+06,-3557.6
0,0,-1,5.7132e+05,4.1364e+06,-3757.6
0.43388,0,0.90097,5.7136e+05,4.1364e+06,-3567.5
0.78183,0,0.62349,5.714e+05,4.1364e+06,-3595.3
0.97493,0,0.22252,5.7142e+05,4.1364e+06,-3635.3
0.97493,0,-0.22252,5.7142e+05,4.1364e+06,-3679.9
0.78183,0,-0.62349,5.714e+05,4.1364e+06,-3719.9
0.43388,0,-0.90097,5.7136e+05,4.1364e+06,-3747.7
0.3068,0.3068,0.90097,5.7135e+05,4.1364e+06,-3567.5
0.55284,0.55284,0.62349,5.7138e+05,4.1364e+06,-3595.3
0.68938,0.68938,0.22252,5.7139e+05,4.1364e+06,-3635.3
0.68938,0.68938,-0.22252,5.7139e+05,4.1364e+06,-3679.9
0.55284,0.55284,-0.62349,5.7138e+05,4.1364e+06,-3719.9
0.3068,0.3068,-0.90097,5.7135e+05,4.1364e+06,-3747.7
2.6568e-17,0.43388,0.90097,5.7132e+05,4.1364e+06,-3567.5
4.7873e-17,0.78183,0.62349,5.7132e+05,4.1364e+06,-3595.3
5.9697e-17,0.97493,0.22252,5.7132e+05,4.1365e+06,-3635.3
5.9697e-17,0.97493,-0.22252,5.7132e+05,4.1365e+06,-3679.9
4.7873e-17,0.78183,-0.62349,5.7132e+05,4.1364e+06,-3719.9
2.6568e-17,0.43388,-0.90097,5.7132e+05,4.1364e+06,-3747.7
-0.3068,0.3068,0.90097,5.7129e+05,4.1364e+06,-3567.5
